mode,date,elapsed_seconds,elapsed_minutes,sumo_time,sumo_minutes,agents_time,agents_minutes,sumo_perc_time,agents_perc_time,total_load
multi_agent_2,21101008_21101011,666.7,11.11,385.14,6.42,253.21,4.22,0.58,0.38,144412.0
multi_agent_2,21101008_21101014,1492.2,24.87,998.3,16.64,448.99,7.48,0.67,0.3,313085.0
multi_agent_2,21101008_21101020,3505.12,58.42,2491.16,41.52,939.22,15.65,0.71,0.27,666694.0
multi_agent_2,21101020_21101021,213.02,3.55,145.8,2.43,60.26,1.0,0.68,0.28,45866.0
multi_agent_2,21101020_21101023,561.89,9.36,393.62,6.56,152.23,2.54,0.7,0.27,122751.0
multi_agent_2,21101020_21101102,994.78,16.58,720.67,12.01,251.95,4.2,0.72,0.25,168305.0
multi_agent_2,21101020_21101108,3530.38,58.84,2968.96,49.48,525.3,8.75,0.84,0.15,342179.0
multi_agent_2,21111008_21111009,433.78,7.23,188.05,3.13,220.68,3.68,0.43,0.51,68184.0
multi_agent_2,21111008_21111011,3363.02,56.05,1457.93,24.3,1866.62,31.11,0.43,0.56,207845.0
multi_agent_2,21111008_21111014,2223.26,37.05,1617.17,26.95,551.27,9.19,0.73,0.25,411734.0
multi_agent_2,21111008_21111020,5102.08,85.03,3927.79,65.46,1084.2,18.07,0.77,0.21,869521.0
multi_agent_2,21111020_21111021,299.32,4.99,194.07,3.23,94.4,1.57,0.65,0.32,61200.0
multi_agent_2,21111020_21111023,889.7,14.83,623.27,10.39,242.54,4.04,0.7,0.27,175858.0
multi_agent_2,21111020_21111102,1675.86,27.93,1227.36,20.46,413.52,6.89,0.73,0.25,260811.0
multi_agent_2,21111020_21111108,2485.13,41.42,1736.59,28.94,700.36,11.67,0.7,0.28,299597.0
multi_agent_2,21111208_21111209,509.8,8.5,229.87,3.83,255.4,4.26,0.45,0.5,71364.0
multi_agent_2,21111208_21111211,1159.89,19.33,724.97,12.08,389.68,6.49,0.63,0.34,213894.0
multi_agent_2,21111208_21111214,2137.42,35.62,1552.17,25.87,532.52,8.88,0.73,0.25,414175.0
multi_agent_2,21111208_21111220,5208.66,86.81,3989.97,66.5,1122.8,18.71,0.77,0.22,880776.0
multi_agent_2,21111220_21111221,372.67,6.21,224.86,3.75,132.58,2.21,0.6,0.36,67483.0
multi_agent_2,21111220_21111223,1119.74,18.66,736.54,12.28,346.73,5.78,0.66,0.31,196747.0
multi_agent_2,21111220_21111302,2344.47,39.07,1631.38,27.19,656.57,10.94,0.7,0.28,321644.0
multi_agent_2,21111220_21111308,5372.35,89.54,4306.13,71.77,994.83,16.58,0.8,0.19,458174.0
multi_agent_2,21111408_21111409,228.73,3.81,106.98,1.78,109.55,1.83,0.47,0.48,40628.0
multi_agent_2,21111408_21111411,721.69,12.03,417.63,6.96,274.72,4.58,0.58,0.38,147195.0
multi_agent_2,21111408_21111414,1456.05,24.27,981.84,16.36,430.13,7.17,0.67,0.3,317640.0
multi_agent_2,21111408_21111420,3604.21,60.07,2583.78,43.06,943.48,15.72,0.72,0.26,673666.0
multi_agent_2,21111420_21111421,205.78,3.43,144.01,2.4,55.3,0.92,0.7,0.27,46378.0
multi_agent_2,21111420_21111423,577.6,9.63,410.88,6.85,151.51,2.53,0.71,0.26,124109.0
multi_agent_2,21111420_21111502,1047.28,17.45,764.96,12.75,260.56,4.34,0.73,0.25,173511.0
multi_agent_2,21111420_21111508,3295.72,54.93,2750.02,45.83,511.32,8.52,0.83,0.16,344858.0
social_groups_1,21062308_21062309,340.75,5.68,93.06,1.55,205.31,3.42,0.27,0.6,27509.0
social_groups_1,21062308_21062311,831.34,13.86,258.41,4.31,472.73,7.88,0.31,0.57,85125.0
social_groups_1,21062308_21062314,1399.98,23.33,478.69,7.98,758.35,12.64,0.34,0.54,161787.0
social_groups_1,21062308_21062320,3411.01,56.85,1182.48,19.71,1859.99,31.0,0.35,0.55,369620.0
social_groups_1,21062320_21062321,404.66,6.74,124.17,2.07,235.28,3.92,0.31,0.58,37847.0
social_groups_1,21062320_21062323,1019.58,16.99,298.56,4.98,599.33,9.99,0.29,0.59,99445.0
social_groups_1,21062320_21062402,1549.34,25.82,442.02,7.37,919.86,15.33,0.29,0.59,147221.0
social_groups_1,21062320_21062408,3513.72,58.56,1876.91,31.28,1368.28,22.8,0.53,0.39,255589.0
social_groups_1,21062508_21062509,344.76,5.75,90.0,1.5,211.44,3.52,0.26,0.61,27857.0
social_groups_1,21062508_21062511,811.92,13.53,256.99,4.28,454.29,7.57,0.32,0.56,92016.0
social_groups_1,21062508_21062514,1432.37,23.87,503.82,8.4,760.26,12.67,0.35,0.53,178148.0
social_groups_1,21062508_21062520,3747.51,62.46,1265.66,21.09,2073.24,34.55,0.34,0.55,410828.0
social_groups_1,21062520_21062521,524.72,8.75,138.85,2.31,321.64,5.36,0.26,0.61,40946.0
social_groups_1,21062520_21062523,1235.08,20.58,362.16,6.04,719.97,12.0,0.29,0.58,115947.0
social_groups_1,21062520_21062602,2506.73,41.78,648.17,10.8,1565.65,26.09,0.26,0.62,206520.0
social_groups_1,21062520_21062608,3464.67,57.74,1195.44,19.92,1889.22,31.49,0.35,0.55,319748.0
social_groups_1,21062708_21062709,201.98,3.37,104.37,1.74,80.84,1.35,0.52,0.4,39026.0
social_groups_1,21062708_21062711,715.43,11.92,369.53,6.16,289.03,4.82,0.52,0.4,135116.0
social_groups_1,21062708_21062714,1565.4,26.09,851.23,14.19,596.34,9.94,0.54,0.38,300868.0
social_groups_1,21062708_21062720,3455.41,57.59,1736.02,28.93,1443.53,24.06,0.5,0.42,612862.0
social_groups_1,21062720_21062721,284.58,4.74,110.71,1.85,143.65,2.39,0.39,0.5,38199.0
social_groups_1,21062720_21062723,681.58,11.36,279.18,4.65,332.87,5.55,0.41,0.49,101278.0
social_groups_1,21062720_21062802,1108.43,18.47,475.46,7.92,531.0,8.85,0.43,0.48,133685.0
social_groups_1,21062720_21062808,3239.47,53.99,2051.21,34.19,1018.11,16.97,0.63,0.31,288836.0
