mode,date,traffic_input,pickup_input,dropoff_input,traffic_output,pickup_output,dropoff_output,traffic_error,pickup_error,dropoff_error,canceled_rides,pickup_scaled_error,dropoff_scaled_error,geh_traffic,geh_pickup,geh_dropoff
sumo,21100820_21100821,39252.0,15829.0,15835.0,39271.0,15827.0,15827.0,0.05,0.01,0.05,0.0,0.01,0.05,0.1,0.02,0.06
sumo,21101008_21101009,34306.0,3423.0,3429.0,34480.0,3422.0,3422.0,0.51,0.03,0.2,0.0,0.03,0.2,0.94,0.02,0.12
sumo,21101008_21101011,114843.0,14758.0,14786.0,114846.0,14749.0,14755.0,0.0,0.06,0.21,0.0,0.06,0.21,0.01,0.04,0.15
sumo,21101008_21101014,238728.0,37323.0,37366.0,237996.0,37313.0,37320.0,0.31,0.03,0.12,0.0,0.03,0.12,0.61,0.02,0.1
sumo,21101020_21101021,30505.0,7631.0,7624.0,30431.0,7629.0,7629.0,0.24,0.03,0.07,0.0,0.03,0.07,0.42,0.02,0.06
sumo,21101020_21101023,81372.0,20676.0,20671.0,81252.0,20671.0,20675.0,0.15,0.02,0.02,0.0,0.02,0.02,0.24,0.02,0.02
sumo,21111008_21111009,48821.0,9660.0,9662.0,48117.0,9626.0,9629.0,1.44,0.35,0.34,0.0,0.35,0.34,3.2,0.35,0.34
sumo,21111008_21111011,157293.0,25666.0,25701.0,155074.0,25629.0,25637.0,1.41,0.14,0.25,0.0,0.14,0.25,3.24,0.13,0.23
sumo,21111020_21111021,37051.0,12084.0,12094.0,37006.0,12083.0,12084.0,0.12,0.01,0.08,0.0,0.01,0.08,0.23,0.01,0.09
sumo,21111208_21111209,52055.0,9714.0,9695.0,52023.0,9703.0,9709.0,0.06,0.11,0.14,0.0,0.11,0.14,0.14,0.11,0.14
sumo,21111208_21111211,160492.0,27096.0,27078.0,159798.0,27003.0,27012.0,0.43,0.34,0.24,0.0,0.34,0.24,1.0,0.33,0.23
sumo,21111220_21111221,35729.0,15829.0,15835.0,35517.0,15819.0,15825.0,0.59,0.06,0.06,0.0,0.06,0.06,1.12,0.08,0.08
sumo,21111408_21111409,33793.0,3423.0,3429.0,33617.0,3423.0,3423.0,0.52,0.0,0.17,0.0,0.0,0.17,0.96,0.0,0.1
sumo,21111408_21111411,118019.0,14758.0,14786.0,117811.0,14754.0,14756.0,0.18,0.03,0.2,0.0,0.03,0.2,0.35,0.02,0.14
sumo,21111408_21111414,243792.0,37323.0,37366.0,243553.0,37299.0,37306.0,0.1,0.06,0.16,0.0,0.06,0.16,0.2,0.05,0.13
sumo,21111420_21111421,31007.0,7631.0,7624.0,30878.0,7629.0,7631.0,0.42,0.03,0.09,0.0,0.03,0.09,0.73,0.02,0.08
sumo,21111420_21111423,82835.0,20676.0,20671.0,82318.0,20668.0,20675.0,0.62,0.04,0.02,0.0,0.04,0.02,1.04,0.03,0.02
multi_agent_avg,21062308_21062309,10551.0,9660.0,9662.0,10517.0,9655.5,9660.0,0.32,0.04,0.02,0.0,0.04,0.02,0.34,0.04,0.02
multi_agent_avg,21062308_21062311,37630.0,25666.0,25701.0,37591.5,25624.5,25632.5,0.28,0.16,0.27,0.0,0.16,0.27,0.32,0.15,0.24
multi_agent_avg,21062308_21062314,75632.0,45475.0,45522.0,75584.0,45387.5,45404.5,0.11,0.2,0.26,0.0,0.2,0.26,0.12,0.16,0.22
multi_agent_avg,21062308_21062320,159733.0,109363.0,109427.0,158460.0,109217.5,109248.5,0.8,0.14,0.16,0.0,0.14,0.16,0.92,0.13,0.16
multi_agent_avg,21062320_21062321,15804.0,12084.0,12094.0,15785.0,12082.0,12083.5,0.42,0.02,0.08,0.0,0.02,0.08,0.52,0.02,0.1
multi_agent_avg,21062320_21062323,36258.0,33562.0,33594.0,36231.0,33549.5,33559.5,0.1,0.04,0.11,0.0,0.04,0.11,0.11,0.04,0.11
multi_agent_avg,21062320_21062402,53092.0,49972.0,50046.0,52976.0,49961.5,49972.0,0.26,0.02,0.15,0.0,0.02,0.15,0.24,0.02,0.14
multi_agent_avg,21062320_21062408,151083.0,67114.0,67218.0,129813.5,67096.5,67105.5,14.08,0.02,0.16,0.0,0.02,0.16,16.38,0.02,0.12
multi_agent_avg,21062508_21062509,10953.0,9714.0,9695.0,10923.0,9713.5,9714.0,0.28,0.0,0.2,0.0,0.0,0.2,0.29,0.0,0.19
multi_agent_avg,21062508_21062511,41406.0,27096.0,27078.0,41399.0,27053.0,27060.0,0.12,0.16,0.06,0.0,0.16,0.06,0.13,0.15,0.06
multi_agent_avg,21062508_21062514,86371.0,48296.0,48277.0,86307.0,48225.0,48238.0,0.18,0.15,0.08,0.0,0.15,0.08,0.22,0.14,0.07
multi_agent_avg,21062508_21062520,181921.0,119378.0,119359.0,181458.0,118994.0,119017.5,0.25,0.32,0.29,0.0,0.32,0.29,0.32,0.32,0.29
multi_agent_avg,21062520_21062521,12622.0,15829.0,15835.0,12490.0,15825.5,15828.5,1.04,0.02,0.04,0.0,0.02,0.04,1.18,0.02,0.06
multi_agent_avg,21062520_21062523,30039.0,45341.0,45322.0,30141.0,45319.5,45334.0,0.34,0.04,0.02,0.0,0.04,0.02,0.34,0.06,0.04
multi_agent_avg,21062520_21062602,45968.0,84455.0,84454.0,45719.5,84210.0,84226.5,0.54,0.29,0.27,0.0,0.29,0.27,0.48,0.34,0.32
multi_agent_avg,21062520_21062608,134741.0,99868.0,99848.0,128412.0,99825.5,99846.5,4.7,0.04,0.02,0.0,0.04,0.02,5.04,0.04,0.02
multi_agent_avg,21062708_21062709,33057.0,3423.0,3429.0,33003.0,3421.5,3421.5,0.2,0.04,0.22,0.0,0.04,0.22,0.36,0.02,0.13
multi_agent_avg,21062708_21062711,108240.0,14758.0,14786.0,107949.0,14753.0,14755.0,0.27,0.04,0.21,0.0,0.04,0.21,0.51,0.02,0.15
multi_agent_avg,21062708_21062714,229888.0,37323.0,37366.0,229658.5,37298.5,37305.0,0.11,0.06,0.16,0.5,0.06,0.16,0.21,0.05,0.12
multi_agent_avg,21062708_21062720,438151.0,90065.0,90123.0,437889.5,90012.5,90029.0,0.08,0.06,0.11,0.5,0.06,0.11,0.16,0.05,0.09
multi_agent_avg,21062720_21062721,24371.0,7631.0,7624.0,24388.0,7630.5,7631.0,0.07,0.0,0.09,0.0,0.0,0.09,0.11,0.0,0.08
multi_agent_avg,21062720_21062723,62088.0,20676.0,20671.0,62126.5,20670.0,20674.0,0.11,0.03,0.02,0.0,0.03,0.02,0.15,0.02,0.02
multi_agent_avg,21062720_21062802,82424.0,27909.0,27912.0,80428.5,27899.0,27905.5,2.42,0.04,0.02,0.0,0.04,0.02,2.86,0.02,0.02
multi_agent_avg,21062720_21062808,230410.0,41386.0,41344.0,211019.5,41375.0,41385.0,8.42,0.02,0.1,0.0,0.02,0.1,11.92,0.02,0.06
multi_agent_avg,21100608_21100609,53856.0,9660.0,9662.0,53695.0,9657.5,9658.5,0.3,0.02,0.04,0.0,0.02,0.04,0.7,0.02,0.04
multi_agent_avg,21100608_21100611,169759.0,25666.0,25701.0,169385.0,25619.5,25630.5,0.22,0.18,0.28,0.0,0.18,0.28,0.52,0.16,0.26
multi_agent_avg,21100608_21100614,342625.0,45475.0,45522.0,341240.5,45337.0,45351.0,0.4,0.3,0.38,0.0,0.3,0.38,0.97,0.26,0.32
multi_agent_avg,21100608_21100620,671556.0,109363.0,109427.0,664198.0,108926.5,108950.5,1.1,0.4,0.44,0.0,0.4,0.44,2.6,0.38,0.42
multi_agent_avg,21100620_21100621,37011.0,12084.0,12094.0,36759.5,12083.0,12083.5,0.68,0.01,0.08,0.0,0.01,0.08,1.31,0.01,0.1
multi_agent_avg,21100620_21100623,97628.0,33562.0,33594.0,97301.5,33552.5,33557.0,0.34,0.02,0.11,0.0,0.02,0.11,0.6,0.03,0.12
multi_agent_avg,21100620_21100702,150054.0,49972.0,50046.0,144109.0,49932.5,49941.5,3.96,0.08,0.21,0.0,0.08,0.21,6.33,0.07,0.19
multi_agent_avg,21100620_21100708,322938.0,67114.0,67218.0,296037.0,67058.5,67071.5,8.33,0.08,0.22,0.0,0.08,0.22,13.96,0.06,0.16
multi_agent_avg,21100808_21100809,52266.0,9714.0,9695.0,52156.5,9699.0,9701.5,0.21,0.16,0.06,0.0,0.16,0.06,0.48,0.15,0.06
multi_agent_avg,21100808_21100811,169061.0,27096.0,27078.0,167473.5,26888.0,26893.5,0.94,0.77,0.68,0.0,0.77,0.68,2.24,0.73,0.64
multi_agent_avg,21100808_21100814,340681.0,48296.0,48277.0,332108.0,47748.0,47763.5,2.51,1.13,1.06,0.0,1.13,1.06,6.04,1.02,0.96
multi_agent_avg,21100808_21100820,691480.0,119378.0,119359.0,673737.5,118552.0,118585.0,2.56,0.7,0.64,0.0,0.7,0.64,6.2,0.7,0.64
multi_agent_avg,21100820_21100821,39252.0,15829.0,15835.0,39040.0,15822.5,15827.5,0.54,0.04,0.04,0.0,0.04,0.04,1.08,0.05,0.06
multi_agent_avg,21100820_21100823,113608.0,45341.0,45322.0,111276.0,45102.0,45106.5,2.06,0.53,0.48,0.0,0.53,0.48,4.01,0.65,0.58
multi_agent_avg,21100820_21100902,164152.0,84455.0,84454.0,158792.0,84362.5,84381.0,3.26,0.11,0.08,0.0,0.11,0.08,5.44,0.13,0.11
multi_agent_avg,21100820_21100908,283901.0,99868.0,99848.0,260762.5,99802.5,99825.0,8.15,0.06,0.02,0.0,0.06,0.02,12.8,0.06,0.02
multi_agent_avg,21101008_21101009,34306.0,3423.0,3429.0,34202.5,3418.0,3418.5,0.3,0.15,0.3,4.0,0.03,0.18,0.55,0.02,0.11
multi_agent_avg,21101008_21101011,114843.0,14758.0,14786.0,114650.0,14750.0,14755.0,0.22,0.06,0.21,1.0,0.04,0.2,0.44,0.03,0.14
multi_agent_avg,21101008_21101014,238728.0,37323.0,37366.0,238414.0,37310.0,37317.0,0.13,0.04,0.13,2.5,0.03,0.12,0.26,0.02,0.1
multi_agent_avg,21101008_21101020,487096.0,90065.0,90123.0,486230.5,90023.0,90041.5,0.18,0.05,0.1,0.5,0.04,0.09,0.36,0.04,0.08
multi_agent_avg,21101020_21101021,30505.0,7631.0,7624.0,30581.5,7627.5,7628.5,0.25,0.05,0.06,0.0,0.05,0.06,0.44,0.04,0.06
multi_agent_avg,21101020_21101023,81372.0,20676.0,20671.0,81355.0,20670.5,20674.5,0.06,0.02,0.02,0.0,0.02,0.02,0.11,0.02,0.02
multi_agent_avg,21101020_21101102,114096.0,27909.0,27912.0,112504.0,27897.0,27904.0,1.4,0.04,0.03,0.0,0.04,0.03,1.93,0.03,0.02
multi_agent_avg,21101020_21101108,282048.0,41386.0,41344.0,259398.0,41378.5,41385.0,8.04,0.02,0.1,0.0,0.02,0.1,12.57,0.02,0.06
multi_agent_avg,21111008_21111009,48821.0,9660.0,9662.0,48878.5,9656.5,9658.0,0.12,0.03,0.04,0.0,0.03,0.04,0.26,0.03,0.04
multi_agent_avg,21111008_21111011,157293.0,25666.0,25701.0,156817.5,25585.0,25597.0,0.3,0.32,0.4,0.0,0.32,0.4,0.7,0.29,0.38
multi_agent_avg,21111008_21111014,322240.0,45475.0,45522.0,321407.0,45236.0,45246.5,0.26,0.52,0.6,0.0,0.52,0.6,0.6,0.46,0.52
multi_agent_avg,21111008_21111020,655717.0,109363.0,109427.0,651833.0,108992.5,109017.0,0.59,0.34,0.38,0.0,0.34,0.38,1.38,0.32,0.36
multi_agent_avg,21111020_21111021,37051.0,12084.0,12094.0,36955.5,12082.0,12083.0,0.26,0.02,0.09,0.0,0.02,0.09,0.5,0.02,0.1
multi_agent_avg,21111020_21111023,109338.0,33562.0,33594.0,108769.0,33556.5,33561.5,0.52,0.02,0.1,0.0,0.02,0.1,1.0,0.02,0.1
multi_agent_avg,21111020_21111102,166038.0,49972.0,50046.0,160831.5,49952.0,49962.0,3.14,0.04,0.16,0.0,0.04,0.16,5.26,0.04,0.16
multi_agent_avg,21111020_21111108,166038.0,67114.0,67218.0,165311.5,67098.0,67110.5,0.44,0.02,0.16,0.0,0.02,0.16,0.52,0.02,0.12
multi_agent_avg,21111208_21111209,52055.0,9714.0,9695.0,51848.0,9709.0,9712.0,0.4,0.05,0.18,0.0,0.05,0.18,0.91,0.05,0.17
multi_agent_avg,21111208_21111211,160492.0,27096.0,27078.0,160172.5,26964.0,26973.0,0.2,0.49,0.39,0.0,0.49,0.39,0.46,0.46,0.37
multi_agent_avg,21111208_21111214,319101.0,48296.0,48277.0,317886.0,48145.0,48160.5,0.38,0.31,0.24,0.0,0.31,0.24,0.88,0.28,0.22
multi_agent_avg,21111208_21111220,650083.0,119378.0,119359.0,643868.0,118884.5,118912.5,0.96,0.42,0.37,0.0,0.42,0.37,2.24,0.42,0.37
multi_agent_avg,21111220_21111221,35729.0,15829.0,15835.0,35808.0,15818.5,15826.0,0.22,0.06,0.06,0.0,0.06,0.06,0.42,0.08,0.07
multi_agent_avg,21111220_21111223,106719.0,45341.0,45322.0,105937.5,45291.5,45299.5,0.73,0.11,0.05,0.0,0.11,0.05,1.38,0.14,0.06
multi_agent_avg,21111220_21111302,160255.0,84455.0,84454.0,152749.0,84380.5,84397.0,4.69,0.08,0.06,0.0,0.08,0.06,7.74,0.11,0.08
multi_agent_avg,21111220_21111308,296481.0,99868.0,99848.0,258690.5,99779.0,99796.0,12.74,0.09,0.05,0.0,0.09,0.05,20.71,0.08,0.05
multi_agent_avg,21111408_21111409,33793.0,3423.0,3429.0,33818.0,3421.5,3422.0,0.1,0.04,0.2,1.0,0.02,0.17,0.19,0.01,0.1
multi_agent_avg,21111408_21111411,118019.0,14758.0,14786.0,117900.0,14748.5,14751.0,0.17,0.06,0.24,5.5,0.02,0.2,0.34,0.02,0.14
multi_agent_avg,21111408_21111414,243792.0,37323.0,37366.0,243448.0,37298.5,37305.0,0.17,0.06,0.16,5.5,0.05,0.15,0.35,0.04,0.12
multi_agent_avg,21111408_21111420,494177.0,90065.0,90123.0,493284.5,90015.0,90039.5,0.18,0.06,0.1,3.5,0.06,0.09,0.36,0.04,0.08
multi_agent_avg,21111420_21111421,31007.0,7631.0,7624.0,31109.5,7629.5,7630.5,0.33,0.02,0.08,0.0,0.02,0.08,0.58,0.02,0.08
multi_agent_avg,21111420_21111423,82835.0,20676.0,20671.0,82705.0,20668.0,20673.0,0.16,0.04,0.01,0.0,0.04,0.01,0.26,0.03,0.01
multi_agent_avg,21111420_21111502,120171.0,27909.0,27912.0,117770.0,27899.0,27905.5,2.0,0.04,0.02,0.0,0.04,0.02,2.84,0.02,0.02
multi_agent_avg,21111420_21111508,284585.0,41386.0,41344.0,261712.5,41372.0,41380.5,8.04,0.04,0.09,0.0,0.04,0.09,12.64,0.02,0.06
social_groups_avg,21062308_21062309,10551.0,9660.0,9662.0,10566.67,7206.67,7207.67,0.31,25.4,25.4,2451.67,0.02,0.03,0.32,0.02,0.03
social_groups_avg,21062308_21062311,37630.0,25666.0,25701.0,37592.0,21892.0,21898.67,0.14,14.7,14.79,3766.33,0.03,0.14,0.15,0.03,0.13
social_groups_avg,21062308_21062314,75632.0,45475.0,45522.0,75578.33,40637.0,40649.0,0.14,10.64,10.7,4824.33,0.03,0.11,0.16,0.03,0.09
social_groups_avg,21062308_21062320,159733.0,109363.0,109427.0,158967.0,101470.0,101489.0,0.48,7.22,7.25,7843.67,0.05,0.09,0.55,0.04,0.08
social_groups_avg,21062320_21062321,15804.0,12084.0,12094.0,15749.0,9822.33,9824.0,0.38,18.71,18.77,2260.0,0.01,0.08,0.48,0.02,0.09
social_groups_avg,21062320_21062323,36258.0,33562.0,33594.0,36205.67,29852.0,29859.0,0.49,11.05,11.12,3702.67,0.02,0.1,0.53,0.03,0.1
social_groups_avg,21062320_21062402,53092.0,49972.0,50046.0,53034.33,44241.0,44247.67,0.11,11.47,11.59,5724.0,0.01,0.15,0.11,0.01,0.14
social_groups_avg,21062320_21062408,151083.0,67114.0,67218.0,130528.0,58438.0,58446.67,13.61,12.93,13.05,8666.0,0.01,0.15,15.81,0.01,0.12
social_groups_avg,21062508_21062509,10953.0,9714.0,9695.0,10962.67,7267.0,7268.67,0.26,25.19,25.03,2445.0,0.02,0.2,0.28,0.02,0.19
social_groups_avg,21062508_21062511,41406.0,27096.0,27078.0,41461.67,23334.0,23340.33,0.29,13.88,13.8,3754.67,0.03,0.07,0.34,0.03,0.06
social_groups_avg,21062508_21062514,86371.0,48296.0,48277.0,86382.67,43644.0,43656.67,0.08,9.63,9.57,4637.67,0.03,0.04,0.1,0.02,0.03
social_groups_avg,21062508_21062520,181921.0,119378.0,119359.0,181592.0,110142.67,110166.33,0.18,7.74,7.7,9203.0,0.03,0.01,0.23,0.03,0.01
social_groups_avg,21062520_21062521,12622.0,15829.0,15835.0,12592.67,12517.0,12518.67,0.29,20.92,20.94,3309.67,0.02,0.04,0.33,0.02,0.06
social_groups_avg,21062520_21062523,30039.0,45341.0,45322.0,29987.33,40657.67,40665.67,0.17,10.33,10.27,4673.33,0.02,0.04,0.17,0.03,0.05
social_groups_avg,21062520_21062602,45968.0,84455.0,84454.0,45580.67,76654.33,76665.67,0.84,9.24,9.22,7788.0,0.01,0.0,0.74,0.02,0.0
social_groups_avg,21062520_21062608,134741.0,99868.0,99848.0,130222.0,89619.33,89634.0,3.36,10.26,10.23,10228.67,0.02,0.02,3.58,0.02,0.01
social_groups_avg,21062708_21062709,33057.0,3423.0,3429.0,33090.33,2400.33,2401.0,0.28,29.88,29.98,1021.33,0.04,0.19,0.52,0.02,0.11
social_groups_avg,21062708_21062711,108240.0,14758.0,14786.0,108182.33,12245.67,12247.33,0.05,17.02,17.17,2506.0,0.04,0.22,0.1,0.03,0.16
social_groups_avg,21062708_21062714,229888.0,37323.0,37366.0,229699.0,34116.33,34118.0,0.12,8.59,8.69,3189.33,0.05,0.16,0.23,0.04,0.13
social_groups_avg,21062708_21062720,438151.0,90065.0,90123.0,437533.67,84691.67,84709.0,0.14,5.97,6.01,5338.33,0.04,0.08,0.27,0.03,0.07
social_groups_avg,21062720_21062721,24371.0,7631.0,7624.0,24406.33,6202.0,6203.33,0.16,18.73,18.63,1427.67,0.02,0.09,0.25,0.01,0.08
social_groups_avg,21062720_21062723,62088.0,20676.0,20671.0,62144.67,18492.67,18495.33,0.17,10.56,10.52,2180.33,0.01,0.02,0.24,0.01,0.02
social_groups_avg,21062720_21062802,82424.0,27909.0,27912.0,80849.67,24773.33,24780.0,1.91,11.24,11.22,3126.0,0.04,0.02,2.25,0.02,0.02
social_groups_avg,21062720_21062808,230410.0,41386.0,41344.0,211872.67,35374.67,35381.0,8.04,14.52,14.42,6004.0,0.02,0.1,11.38,0.01,0.06
social_groups_avg,21100608_21100609,53856.0,9660.0,9662.0,53789.33,6858.0,6858.67,0.14,29.01,29.01,2800.67,0.01,0.03,0.33,0.01,0.03
social_groups_avg,21100608_21100611,169759.0,25666.0,25701.0,169386.67,21488.33,21493.0,0.22,16.28,16.37,4135.33,0.17,0.28,0.52,0.15,0.26
social_groups_avg,21100608_21100614,342625.0,45475.0,45522.0,341812.0,40292.0,40300.67,0.24,11.4,11.47,5122.0,0.13,0.22,0.57,0.12,0.19
social_groups_avg,21100608_21100620,671556.0,109363.0,109427.0,666244.33,100608.0,100629.67,0.79,8.01,8.04,8618.33,0.12,0.16,1.87,0.12,0.16
social_groups_avg,21100620_21100621,37011.0,12084.0,12094.0,36949.67,9524.67,9526.33,0.29,21.18,21.23,2557.33,0.02,0.08,0.56,0.02,0.09
social_groups_avg,21100620_21100623,97628.0,33562.0,33594.0,97469.0,29541.0,29546.67,0.16,11.98,12.05,4014.33,0.02,0.1,0.29,0.02,0.1
social_groups_avg,21100620_21100702,150054.0,49972.0,50046.0,144329.67,44273.0,44279.33,3.82,11.4,11.52,5692.0,0.02,0.15,6.09,0.01,0.14
social_groups_avg,21100620_21100708,322938.0,67114.0,67218.0,298576.67,58045.0,58055.67,7.54,13.51,13.63,9039.0,0.04,0.19,12.62,0.03,0.14
social_groups_avg,21100808_21100809,52266.0,9714.0,9695.0,52054.33,6930.67,6932.33,0.4,28.65,28.5,2768.0,0.16,0.06,0.93,0.15,0.06
social_groups_avg,21100808_21100811,169061.0,27096.0,27078.0,168223.67,22802.0,22807.33,0.49,15.85,15.77,4215.0,0.29,0.21,1.18,0.28,0.19
social_groups_avg,21100808_21100814,340681.0,48296.0,48277.0,333837.0,42864.0,42880.0,2.01,11.25,11.18,5356.67,0.16,0.09,4.81,0.14,0.07
social_groups_avg,21100808_21100820,691480.0,119378.0,119359.0,675308.0,106987.67,107016.33,2.34,10.38,10.34,12035.67,0.3,0.26,5.65,0.3,0.26
social_groups_avg,21100820_21100821,39252.0,15829.0,15835.0,39174.33,12086.67,12089.0,0.3,23.64,23.66,3737.33,0.03,0.05,0.6,0.04,0.07
social_groups_avg,21100820_21100823,113608.0,45341.0,45322.0,111996.33,40134.33,40143.0,1.42,11.48,11.43,5162.33,0.1,0.06,2.77,0.12,0.07
social_groups_avg,21100820_21100902,164152.0,84455.0,84454.0,159236.67,76417.0,76430.67,3.0,9.52,9.5,8012.0,0.03,0.01,4.99,0.04,0.02
social_groups_avg,21100820_21100908,283901.0,99868.0,99848.0,263593.33,89251.67,89268.33,7.15,10.63,10.6,10566.67,0.05,0.01,11.2,0.04,0.01
social_groups_avg,21101008_21101009,34306.0,3423.0,3429.0,34290.67,2335.33,2335.33,0.41,31.78,31.9,1087.0,0.02,0.19,0.76,0.01,0.11
social_groups_avg,21101008_21101011,114843.0,14758.0,14786.0,114689.0,12294.67,12297.0,0.21,16.69,16.83,2459.67,0.02,0.2,0.4,0.02,0.14
social_groups_avg,21101008_21101014,238728.0,37323.0,37366.0,238862.67,34003.33,34009.0,0.15,8.89,8.99,3308.0,0.03,0.13,0.31,0.03,0.1
social_groups_avg,21101008_21101020,487096.0,90065.0,90123.0,487128.33,84448.67,84466.0,0.05,6.23,6.28,5576.33,0.04,0.09,0.11,0.04,0.08
social_groups_avg,21101020_21101021,30505.0,7631.0,7624.0,30441.33,6066.67,6067.67,0.34,20.5,20.41,1559.67,0.06,0.04,0.59,0.05,0.04
social_groups_avg,21101020_21101023,81372.0,20676.0,20671.0,81409.0,18423.0,18426.67,0.1,10.89,10.86,2247.0,0.03,0.01,0.16,0.02,0.01
social_groups_avg,21101020_21101102,114096.0,27909.0,27912.0,112763.33,24809.67,24814.67,1.17,11.11,11.1,3091.33,0.03,0.02,1.61,0.02,0.01
social_groups_avg,21101020_21101108,282048.0,41386.0,41344.0,260145.33,35250.33,35256.0,7.76,14.82,14.73,6125.67,0.02,0.09,12.14,0.01,0.05
social_groups_avg,21111008_21111009,48821.0,9660.0,9662.0,48681.67,6934.33,6935.0,0.29,28.21,28.23,2723.67,0.02,0.03,0.63,0.02,0.03
social_groups_avg,21111008_21111011,157293.0,25666.0,25701.0,156991.33,21568.33,21573.67,0.19,15.96,16.06,4090.33,0.03,0.14,0.44,0.03,0.13
social_groups_avg,21111008_21111014,322240.0,45475.0,45522.0,322015.0,40472.33,40482.67,0.08,11.0,11.07,4958.67,0.09,0.18,0.19,0.09,0.16
social_groups_avg,21111008_21111020,655717.0,109363.0,109427.0,654379.67,100228.67,100249.33,0.21,8.35,8.39,8935.33,0.18,0.22,0.48,0.18,0.21
social_groups_avg,21111020_21111021,37051.0,12084.0,12094.0,37042.33,9506.0,9506.67,0.03,21.33,21.39,2577.33,0.01,0.08,0.06,0.01,0.09
social_groups_avg,21111020_21111023,109338.0,33562.0,33594.0,109157.0,29763.67,29768.67,0.18,11.32,11.39,3791.33,0.02,0.1,0.34,0.02,0.11
social_groups_avg,21111020_21111102,166038.0,49972.0,50046.0,161185.67,44070.67,44081.0,2.92,11.81,11.92,5876.33,0.05,0.18,4.9,0.05,0.17
social_groups_avg,21111020_21111108,166038.0,67114.0,67218.0,165284.67,58124.0,58136.0,0.46,13.4,13.51,8975.67,0.02,0.16,0.53,0.02,0.12
social_groups_avg,21111208_21111209,52055.0,9714.0,9695.0,52043.33,6982.0,6984.67,0.39,28.13,27.96,2727.67,0.04,0.18,0.89,0.04,0.17
social_groups_avg,21111208_21111211,160492.0,27096.0,27078.0,160370.67,22879.33,22888.33,0.18,15.56,15.47,4147.33,0.26,0.16,0.42,0.24,0.15
social_groups_avg,21111208_21111214,319101.0,48296.0,48277.0,318720.67,43109.0,43117.33,0.16,10.74,10.68,5109.33,0.16,0.12,0.36,0.14,0.1
social_groups_avg,21111208_21111220,650083.0,119378.0,119359.0,646563.67,108410.0,108431.33,0.54,9.19,9.16,10745.33,0.19,0.15,1.26,0.19,0.15
social_groups_avg,21111220_21111221,35729.0,15829.0,15835.0,35797.67,12126.0,12128.33,0.4,23.39,23.41,3697.67,0.03,0.06,0.75,0.04,0.07
social_groups_avg,21111220_21111223,106719.0,45341.0,45322.0,106132.67,40285.0,40291.0,0.55,11.15,11.1,4967.33,0.2,0.15,1.04,0.24,0.18
social_groups_avg,21111220_21111302,160255.0,84455.0,84454.0,153353.67,76239.67,76252.0,4.31,9.73,9.71,8185.67,0.04,0.02,7.12,0.04,0.02
social_groups_avg,21111220_21111308,296481.0,99868.0,99848.0,260769.33,89076.33,89096.33,12.05,10.81,10.77,10740.0,0.05,0.01,19.53,0.05,0.01
social_groups_avg,21111408_21111409,33793.0,3423.0,3429.0,33784.33,2382.0,2382.0,0.42,30.41,30.53,1041.0,0.0,0.17,0.77,0.0,0.1
social_groups_avg,21111408_21111411,118019.0,14758.0,14786.0,117856.67,12359.67,12361.33,0.14,16.25,16.4,2394.33,0.03,0.21,0.27,0.02,0.14
social_groups_avg,21111408_21111414,243792.0,37323.0,37366.0,243515.0,34091.33,34100.0,0.11,8.66,8.74,3212.33,0.05,0.14,0.23,0.04,0.11
social_groups_avg,21111408_21111420,494177.0,90065.0,90123.0,493774.67,84442.33,84460.33,0.11,6.24,6.28,5584.67,0.04,0.09,0.22,0.04,0.07
social_groups_avg,21111420_21111421,31007.0,7631.0,7624.0,31070.33,6115.0,6116.0,0.21,19.87,19.78,1515.0,0.01,0.09,0.36,0.01,0.08
social_groups_avg,21111420_21111423,82835.0,20676.0,20671.0,82691.33,18440.67,18444.67,0.17,10.81,10.77,2229.33,0.03,0.01,0.29,0.02,0.01
social_groups_avg,21111420_21111502,120171.0,27909.0,27912.0,117943.0,24797.33,24802.33,1.85,11.15,11.14,3104.33,0.02,0.02,2.64,0.02,0.01
social_groups_avg,21111420_21111508,284585.0,41386.0,41344.0,262686.33,35576.33,35582.33,7.69,14.04,13.94,5798.67,0.03,0.09,12.08,0.02,0.05
