vehicle_id;origin_edge_id;origin_taz_id;destination_edge_id;destination_taz_id;origin_starting_time
8676;396952209#2;927;-E68;930;2021-06-25 20:24:06
8677;120257741;574;514656304#2;576;2021-06-25 20:24:06
8678;681928619;286;254759933#0;286;2021-06-25 20:24:06
8679;255178136#1;16;283537864#1;19;2021-06-25 20:24:06
8680;107270330#0;521;667768341#0;522;2021-06-25 20:24:06
8681;133755909;895;283529407#0;896;2021-06-25 20:24:06
8682;396952209#2;927;82487553#0;929;2021-06-25 20:24:06
8683;681928619;286;964505265#7;283;2021-06-25 20:24:06
8684;1112197444#0;578;8921052;579;2021-06-25 20:24:06
8685;417400769#0;766;717728150#1;769;2021-06-25 20:24:06
8686;396952209#2;927;417392943#0;929;2021-06-25 20:24:06
8687;255178136#1;16;-8918765#11;19;2021-06-25 20:24:06
8688;185227693;579;-514656303#5;581;2021-06-25 20:24:06
8689;26786641#0;655;-417392949#1;652;2021-06-25 20:24:07
8690;-397153598#1;779;461084154#0;782;2021-06-25 20:24:07
8691;654215716#0;561;-437962966;564;2021-06-25 20:24:07
8692;243834647#0;38;286438009#2;38;2021-06-25 20:24:07
8693;-108194449#16;92;467626517;94;2021-06-25 20:24:08
8694;123867455;928;681499271#0;927;2021-06-25 20:24:08
8695;772972816;679;287658818;680;2021-06-25 20:24:08
8696;512038661;620;-88572914#4;621;2021-06-25 20:24:09
8697;680402692;807;224200968#0;806;2021-06-25 20:24:09
8698;-204884397#1;744;-228196396#1;742;2021-06-25 20:24:09
8699;-91011091;217;-396976194;215;2021-06-25 20:24:10
8700;158804446;624;1112220492#0;622;2021-06-25 20:24:10
8701;513659775;675;-26940502#9;676;2021-06-25 20:24:10
8702;255351735;109;142947251#0;107;2021-06-25 20:24:10
8703;-255178150#5;434;761340404;434;2021-06-25 20:24:10
8704;948053614;491;27239376;491;2021-06-25 20:24:10
8705;192552507#0;158;254299725#0;158;2021-06-25 20:24:10
8706;-224200971#1;843;417091889;844;2021-06-25 20:24:10
8707;-797312340;240;-566870809#1;237;2021-06-25 20:24:11
8708;970790449;176;-110330885#2;173;2021-06-25 20:24:11
8709;26786641#0;655;46594526#0;654;2021-06-25 20:24:11
8710;26786641#0;655;396952209#2;655;2021-06-25 20:24:11
8711;255351735;109;-255351713#3;109;2021-06-25 20:24:11
8712;681928619;286;396962027;287;2021-06-25 20:24:11
8713;681928619;286;225847523#0;286;2021-06-25 20:24:11
8714;123867455;928;681496209;929;2021-06-25 20:24:11
8715;8921823#0;108;-225516713#2;108;2021-06-25 20:24:12
8716;1166095110#0;690;-397065307;688;2021-06-25 20:24:12
8717;417963966#0;43;8916578#3;40;2021-06-25 20:24:13
8718;396952204#0;927;-32396142;929;2021-06-25 20:24:13
8719;396952204#0;927;283530637#2;929;2021-06-25 20:24:13
8720;417963966#0;43;247329530;45;2021-06-25 20:24:13
8721;772972816;679;24603704#0;682;2021-06-25 20:24:13
8722;-254750821#11;141;191319996;140;2021-06-25 20:24:13
8723;28572356;99;155373677#5;102;2021-06-25 20:24:13
8724;396952204#0;927;-681494255#1;929;2021-06-25 20:24:13
8725;682475682#0;924;-87559150;921;2021-06-25 20:24:13
8726;255178075#3;125;8916853#2;127;2021-06-25 20:24:13
8727;417963966#0;43;549278886;44;2021-06-25 20:24:13
8728;682475682#0;924;396952203#0;927;2021-06-25 20:24:13
8729;28843615#3;793;225516711#1;795;2021-06-25 20:24:13
8730;-682768769;492;283523575#0;492;2021-06-25 20:24:13
8731;396952204#0;927;682475682#0;924;2021-06-25 20:24:13
8732;-255351719#0;247;-923336427#1;247;2021-06-25 20:24:13
8733;255178136#1;2;-469398534#0;5;2021-06-25 20:24:13
8734;-770016877#1;924;1124155909#0;925;2021-06-25 20:24:13
8735;26786641#0;655;255330047#0;657;2021-06-25 20:24:13
8736;-228196396#1;742;-224384019#2;742;2021-06-25 20:24:13
8737;-E14;740;397144265#0;743;2021-06-25 20:24:13
8738;772972816;679;1122562494#0;680;2021-06-25 20:24:13
8739;-204884397#1;744;934194966#0;744;2021-06-25 20:24:14
8740;-228196396#1;742;1021093206;743;2021-06-25 20:24:14
8741;396952204#0;927;396960685#0;929;2021-06-25 20:24:14
8742;514681344#0;610;985061729#3;611;2021-06-25 20:24:14
8743;-E14;740;736374827#0;742;2021-06-25 20:24:15
8744;37555378#1;46;469105569#4;44;2021-06-25 20:24:15
8745;948053614;491;30758001#0;490;2021-06-25 20:24:15
8746;283529413#0;896;-397119876;894;2021-06-25 20:24:15
8747;948053614;491;1105662563#0;490;2021-06-25 20:24:16
8748;28843615#3;793;225516711#0;795;2021-06-25 20:24:16
8749;26786641#0;655;143617587;657;2021-06-25 20:24:16
8750;-255178150#5;434;33869215#0;431;2021-06-25 20:24:16
8751;681928619;286;158468954#0;284;2021-06-25 20:24:16
8752;26786641#0;655;396949646#0;657;2021-06-25 20:24:16
8753;26786641#0;655;396969674#0;658;2021-06-25 20:24:16
8754;255351735;109;-417962863#1;108;2021-06-25 20:24:16
8755;-1020490223#2;609;91181768#3;609;2021-06-25 20:24:16
8756;-681402367;550;32929419;553;2021-06-25 20:24:16
8757;396952204#0;927;417392943#0;929;2021-06-25 20:24:17
8758;26786641#0;655;-417392949#1;652;2021-06-25 20:24:17
8759;255330057#0;725;111550910#1;727;2021-06-25 20:24:17
8760;396952204#0;927;681499271#0;927;2021-06-25 20:24:17
8761;396952204#0;927;681496207#0;929;2021-06-25 20:24:17
8762;620728080#0;927;37177789#0;924;2021-06-25 20:24:18
8763;619979116;742;-204884397#1;744;2021-06-25 20:24:18
8764;158804435;635;396983330#0;637;2021-06-25 20:24:18
8765;681928619;286;427285415#2;288;2021-06-25 20:24:18
8766;41367735#0;503;-711636458#0;504;2021-06-25 20:24:19
8767;254968943#3;41;397120485;44;2021-06-25 20:24:19
8768;255178103#2;33;-254968943#0;35;2021-06-25 20:24:20
8769;255351735;109;255351732#0;111;2021-06-25 20:24:21
8770;417963966#0;43;-147496081#3;42;2021-06-25 20:24:21
8771;417963966#0;43;255178099#1;43;2021-06-25 20:24:21
8772;680402692;777;677165867;778;2021-06-25 20:24:22
8773;396947359#0;657;396948934;660;2021-06-25 20:24:22
8774;41367735#0;503;133856331#0;502;2021-06-25 20:24:23
8775;24547816;538;-419657507#1;538;2021-06-25 20:24:23
8776;396952204#0;927;-E68;930;2021-06-25 20:24:23
8777;-1020490223#2;609;224384013#5;606;2021-06-25 20:24:23
8778;41367735#0;503;-737961441;503;2021-06-25 20:24:23
8779;225806042#0;679;397105094#0;681;2021-06-25 20:24:23
8780;397120485;44;-159778999#0;43;2021-06-25 20:24:23
8781;26786641#0;655;514616615;652;2021-06-25 20:24:24
8782;243834647#0;38;-255178114;37;2021-06-25 20:24:24
8783;24335448#1;238;27398133#0;241;2021-06-25 20:24:24
8784;-682768769;492;443135453;493;2021-06-25 20:24:24
8785;255330047#0;657;-8916281#4;660;2021-06-25 20:24:24
8786;430754969;192;-286674602#1;191;2021-06-25 20:24:24
8787;26786641#0;655;396969674#0;658;2021-06-25 20:24:24
8788;437433227#0;211;29482569#0;214;2021-06-25 20:24:24
8789;620728080#0;927;-1089572944;925;2021-06-25 20:24:24
8790;683423171#0;492;283526868#0;489;2021-06-25 20:24:24
8791;8920391#0;657;24335286#1;658;2021-06-25 20:24:24
8792;225847502;847;417091889;844;2021-06-25 20:24:25
8793;254601291;109;286186805#0;112;2021-06-25 20:24:25
8794;396952204#0;927;1089572944;925;2021-06-25 20:24:26
8795;255351735;109;-225516713#0;108;2021-06-25 20:24:26
8796;620728080#0;927;-1120887426;925;2021-06-25 20:24:27
8797;26786641#0;655;26786644#0;657;2021-06-25 20:24:27
8798;-706542863#0;592;996695181#0;592;2021-06-25 20:24:27
8799;396952204#0;927;681499271#0;927;2021-06-25 20:24:27
8800;-254982297#1;124;-397126882;122;2021-06-25 20:24:27
8801;48570005#1;520;255170283#0;519;2021-06-25 20:24:28
8802;797673526#2;160;-417389551;157;2021-06-25 20:24:28
8803;204884121#0;296;396950812;297;2021-06-25 20:24:28
8804;-224384019#2;742;417400734#0;743;2021-06-25 20:24:28
8805;204884121#0;296;396945626;294;2021-06-25 20:24:28
8806;734004334#2;346;461084153#0;343;2021-06-25 20:24:28
8807;84733299;680;84654235#0;681;2021-06-25 20:24:28
8808;192552507#0;158;-192552299#2;157;2021-06-25 20:24:30
8809;255351735;109;162470926#2;112;2021-06-25 20:24:30
8810;255178136#1;2;-224373760#5;5;2021-06-25 20:24:30
8811;84734271#0;713;1112271469;711;2021-06-25 20:24:30
8812;-8919408;4;-133748358;4;2021-06-25 20:24:30
8813;681971895#0;567;514598270;565;2021-06-25 20:24:30
8814;26786641#0;655;674718379#0;655;2021-06-25 20:24:30
8815;255351742#0;927;396952203#0;927;2021-06-25 20:24:31
8816;-1122268837#3;158;286265341#0;155;2021-06-25 20:24:32
8817;-133743843;502;49847744;503;2021-06-25 20:24:33
8818;225516718#1;460;417957564;457;2021-06-25 20:24:33
8819;514488598;236;185227699;236;2021-06-25 20:24:33
8820;26786641#0;655;514616615;652;2021-06-25 20:24:34
8821;32930344;535;586323493#0;532;2021-06-25 20:24:34
8822;192552507#0;158;192552506#1;157;2021-06-25 20:24:34
8823;154648143#0;567;-397130093#1;569;2021-06-25 20:24:34
8824;159791114#0;911;225808836;913;2021-06-25 20:24:34
8825;26786641#0;655;-8919914#2;658;2021-06-25 20:24:34
8826;26786641#0;655;396985968#0;658;2021-06-25 20:24:34
8827;255351742#0;927;396960684#0;929;2021-06-25 20:24:35
8828;-505761791#1;853;-417284150#2;850;2021-06-25 20:24:35
8829;255351742#0;927;1030287469#0;930;2021-06-25 20:24:35
8830;620169772;692;1166095110#1;690;2021-06-25 20:24:35
8831;255351742#0;927;620728084;929;2021-06-25 20:24:35
8832;255351742#0;927;681499271#0;927;2021-06-25 20:24:36
8833;27023069#0;491;397084138#0;490;2021-06-25 20:24:36
8834;-681758074;889;-254968940;890;2021-06-25 20:24:36
8835;-681758074;889;225808840#0;887;2021-06-25 20:24:36
8836;254756523;976;619535678;975;2021-06-25 20:24:36
8837;-969999007#2;592;-617990572#1;589;2021-06-25 20:24:36
8838;286335250#0;442;8916244;445;2021-06-25 20:24:36
8839;417087285;621;-417087485#1;622;2021-06-25 20:24:36
8840;474100981#0;738;175507524#0;741;2021-06-25 20:24:37
8841;255351742#0;927;32396142;929;2021-06-25 20:24:37
8842;254297755#0;842;-224316525#1;843;2021-06-25 20:24:38
8843;26786641#0;655;396952209#2;655;2021-06-25 20:24:38
8844;-396960303;307;84733316;310;2021-06-25 20:24:38
8845;403880755#0;296;8918668;293;2021-06-25 20:24:38
8846;224316520#0;933;513676819;932;2021-06-25 20:24:38
8847;-619535700;328;224316524#0;331;2021-06-25 20:24:38
8848;396979383;494;8916590#0;491;2021-06-25 20:24:39
8849;-682768769;492;-397084138#3;489;2021-06-25 20:24:39
8850;681660474#0;38;254968943#5;41;2021-06-25 20:24:39
8851;679788132#1;429;682762590;430;2021-06-25 20:24:39
8852;32928798;920;254759957#1;923;2021-06-25 20:24:39
8853;-254984059#2;815;-28738271#1;818;2021-06-25 20:24:40
8854;513704711;701;254758131#0;702;2021-06-25 20:24:40
8855;514488598;236;-254750818#0;236;2021-06-25 20:24:40
8856;985061726#0;258;398681181#0;259;2021-06-25 20:24:41
8857;225516718#1;460;225516718#6;461;2021-06-25 20:24:41
8858;26786641#0;655;8920391#0;657;2021-06-25 20:24:42
8859;255351742#0;927;1120887426;925;2021-06-25 20:24:42
8860;681971895#0;567;419657507#1;568;2021-06-25 20:24:42
8861;397153595#0;774;1076419799#0;773;2021-06-25 20:24:42
8862;396979383;494;8917856;491;2021-06-25 20:24:42
8863;397138674#0;45;254968963;45;2021-06-25 20:24:42
8864;-255178075#1;454;678902225#0;452;2021-06-25 20:24:42
8865;621463997;109;-678533539;109;2021-06-25 20:24:43
8866;225840346;917;60850668#0;918;2021-06-25 20:24:43
8867;403880755#0;296;737407561#0;293;2021-06-25 20:24:43
8868;-706542863#0;592;-617990572#1;589;2021-06-25 20:24:43
8869;-217358397#2;534;514580484#0;533;2021-06-25 20:24:43
8870;-417099350;333;-718500672#1;336;2021-06-25 20:24:43
8871;35973460#0;296;86303758#0;299;2021-06-25 20:24:43
8872;734004334#0;782;425516646;783;2021-06-25 20:24:43
8873;255351742#0;927;82487553#0;929;2021-06-25 20:24:44
8874;-619568421;431;619568422;431;2021-06-25 20:24:44
8875;133743861;151;-8919832#1;151;2021-06-25 20:24:44
8876;255351742#0;927;396945237#0;924;2021-06-25 20:24:44
8877;-255178137#1;27;8916207;27;2021-06-25 20:24:44
8878;588724745#0;357;-399142440#3;355;2021-06-25 20:24:44
8879;543844602#0;608;985061729#3;611;2021-06-25 20:24:44
8880;255351742#0;927;396952203#0;927;2021-06-25 20:24:44
8881;254297755#0;842;-1086261934;842;2021-06-25 20:24:45
8882;26786641#0;655;46594526#0;654;2021-06-25 20:24:45
8883;417187947#0;492;133755896#0;491;2021-06-25 20:24:45
8884;-E14;740;-204884387#1;742;2021-06-25 20:24:45
8885;27145510#1;238;27145510#2;238;2021-06-25 20:24:45
8886;-417099350;333;-225516700#1;335;2021-06-25 20:24:46
8887;403877660#0;647;399144608#0;648;2021-06-25 20:24:46
8888;676714194#0;561;107270329#0;558;2021-06-25 20:24:46
8889;27029265#5;597;111050389#3;596;2021-06-25 20:24:46
8890;8939343#2;2;464936238;3;2021-06-25 20:24:46
8891;26786641#0;655;514616615;652;2021-06-25 20:24:46
8892;254760012#1;538;678504817;541;2021-06-25 20:24:46
8893;-254984059#2;815;-8920521#4;816;2021-06-25 20:24:46
8894;688508133;599;617268038#0;597;2021-06-25 20:24:46
8895;255351735;109;-417962863#2;108;2021-06-25 20:24:46
8896;26786641#0;655;8920391#0;657;2021-06-25 20:24:46
8897;620728080#0;927;-1120887426;925;2021-06-25 20:24:46
8898;-682768769;492;1105662563#0;490;2021-06-25 20:24:47
8899;52304972#0;910;678038619;912;2021-06-25 20:24:47
8900;143617587;657;24335286#1;658;2021-06-25 20:24:47
8901;682475681#0;642;754401926#0;640;2021-06-25 20:24:47
8902;26786641#0;655;255330047#0;657;2021-06-25 20:24:47
8903;437533749#1;182;-286668073#4;179;2021-06-25 20:24:47
8904;682475681#0;642;-141688972#1;645;2021-06-25 20:24:47
8905;-225847529#1;836;-254299112#1;834;2021-06-25 20:24:47
8906;143617587;657;-8916281#4;660;2021-06-25 20:24:47
8907;255351742#0;927;52432938#0;924;2021-06-25 20:24:48
8908;514604867;830;417099357#0;829;2021-06-25 20:24:48
8909;437536832#0;491;-682768770#1;492;2021-06-25 20:24:48
8910;26786641#0;655;514616615;652;2021-06-25 20:24:48
8911;255351742#0;927;681499271#0;927;2021-06-25 20:24:48
8912;-766805262;609;91181768#3;609;2021-06-25 20:24:48
8913;403880759#0;296;686250338#0;299;2021-06-25 20:24:48
8914;255351717;247;617276403;248;2021-06-25 20:24:48
8915;255351742#0;927;133755930#0;924;2021-06-25 20:24:49
8916;688508134;599;27029246#0;597;2021-06-25 20:24:49
8917;26786641#0;655;396947359#0;657;2021-06-25 20:24:49
8918;30029172#3;348;-399142440#8;345;2021-06-25 20:24:50
8919;133743861;151;133743904;151;2021-06-25 20:24:50
8920;26786641#0;655;-681882573#1;652;2021-06-25 20:24:50
8921;934194966#0;744;29023785#0;747;2021-06-25 20:24:50
8922;28841117#0;748;513701211#0;750;2021-06-25 20:24:50
8923;255351735;109;225516713#0;108;2021-06-25 20:24:51
8924;255351742#0;927;133755930#0;924;2021-06-25 20:24:51
8925;-706542863#0;592;110365012#3;592;2021-06-25 20:24:51
8926;403877660#0;647;502795946#3;648;2021-06-25 20:24:51
8927;255351742#0;927;681499272;927;2021-06-25 20:24:51
8928;-254750503#2;50;8917230;47;2021-06-25 20:24:51
8929;26786641#0;655;26786644#0;657;2021-06-25 20:24:51
8930;-681660476;729;8917298#4;729;2021-06-25 20:24:51
8931;403877660#0;647;-681295116#1;644;2021-06-25 20:24:51
8932;254756523;976;-30831533#5;976;2021-06-25 20:24:52
8933;-680402685#1;776;256400251#0;774;2021-06-25 20:24:52
8934;255351742#0;927;396960684#0;929;2021-06-25 20:24:52
8935;-24335469#3;624;620728095#3;627;2021-06-25 20:24:52
8936;681928619;296;91517994#4;295;2021-06-25 20:24:53
8937;255351742#0;927;396952203#0;927;2021-06-25 20:24:53
8938;-8916866#4;5;254984060#1;8;2021-06-25 20:24:53
8939;154648143#0;567;-922508901#2;570;2021-06-25 20:24:53
8940;681928619;296;474100983#0;293;2021-06-25 20:24:53
8941;27145835#1;46;1138462609;44;2021-06-25 20:24:53
8942;-8918149;109;758055980#0;112;2021-06-25 20:24:53
8943;934194966#0;744;-204884387#1;742;2021-06-25 20:24:54
8944;-E14;740;417400734#0;743;2021-06-25 20:24:54
8945;680960333;586;162799061#3;584;2021-06-25 20:24:54
8946;26786641#0;655;514616615;652;2021-06-25 20:24:54
8947;-678533539;109;-1216148101#0;106;2021-06-25 20:24:54
8948;26786641#0;655;397250667#0;652;2021-06-25 20:24:54
8949;26786641#0;655;508664746;652;2021-06-25 20:24:54
8950;255351735;109;-255351732#1;111;2021-06-25 20:24:55
8951;E14;940;706543478#0;939;2021-06-25 20:24:55
8952;-417099350;333;-28841115#2;333;2021-06-25 20:24:55
8953;396947359#0;657;99278918#0;659;2021-06-25 20:24:55
8954;255351742#0;927;30454437;928;2021-06-25 20:24:56
8955;403877660#0;647;396957210#0;649;2021-06-25 20:24:56
8956;255351735;109;-255351732#0;111;2021-06-25 20:24:56
8957;27041554#0;633;396964583;636;2021-06-25 20:24:57
8958;283529736;491;-1105662567#1;489;2021-06-25 20:24:57
8959;403877660#0;647;399144608#0;648;2021-06-25 20:24:57
8960;26786641#0;655;123867419;652;2021-06-25 20:24:57
8961;26786641#0;655;-8919914#2;658;2021-06-25 20:24:57
8962;255351742#0;927;163784093#0;930;2021-06-25 20:24:57
8963;28572434#0;442;158621854#0;442;2021-06-25 20:24:57
8964;-286003784;687;8918853;688;2021-06-25 20:24:58
8965;28841114#2;364;720011527#0;363;2021-06-25 20:24:58
8966;417963966#0;43;681660474#0;46;2021-06-25 20:24:58
8967;108389183#1;261;-619378851#0;263;2021-06-25 20:24:58
8968;-8918149;109;-255351713#2;109;2021-06-25 20:24:58
8969;8921781;825;-27041194#1;825;2021-06-25 20:24:58
8970;26786641#0;655;8920391#0;657;2021-06-25 20:24:58
8971;680108174;445;28572434#1;442;2021-06-25 20:24:58
8972;283529404#0;897;225808857#0;899;2021-06-25 20:24:58
8973;681928619;286;86331226;284;2021-06-25 20:24:58
8974;398675749#2;308;-8919350#1;307;2021-06-25 20:24:58
8975;-69598564;386;-255178095;386;2021-06-25 20:24:59
8976;417963966#0;43;681660474#0;46;2021-06-25 20:24:59
8977;688508133;599;394443199;599;2021-06-25 20:24:59
8978;417963966#0;43;37555378#1;46;2021-06-25 20:24:59
8979;255351742#2;927;1120887426;925;2021-06-25 20:25:00
8980;-254750818#0;223;28575530#6;224;2021-06-25 20:25:00
8981;437435583;542;110472619#1;539;2021-06-25 20:25:00
8982;-88597577#1;743;-204884387#1;742;2021-06-25 20:25:00
8983;-391858941#0;133;254750816;135;2021-06-25 20:25:00
8984;255351742#0;927;1120887426;925;2021-06-25 20:25:00
8985;255351742#0;927;-396960685#1;929;2021-06-25 20:25:00
8986;619535678;975;254756524;976;2021-06-25 20:25:00
8987;143617587;657;396968569#0;659;2021-06-25 20:25:01
8988;26786641#0;655;255330047#0;657;2021-06-25 20:25:01
8989;26786641#0;655;-417392949#1;652;2021-06-25 20:25:02
8990;26786641#0;655;674718379#0;655;2021-06-25 20:25:02
8991;-48570006#0;535;681658474;536;2021-06-25 20:25:02
8992;225516712#2;124;133434960#4;127;2021-06-25 20:25:02
8993;26786641#0;655;396969674#0;658;2021-06-25 20:25:03
8994;681928619;286;417087306#0;286;2021-06-25 20:25:03
8995;225847523#0;286;-396964587#1;288;2021-06-25 20:25:03
8996;681928619;286;396959902#0;285;2021-06-25 20:25:03
8997;255351742#2;927;1120887426;925;2021-06-25 20:25:04
8998;417284150#0;850;-515777112#1;850;2021-06-25 20:25:04
8999;437536832#0;491;674862555#0;492;2021-06-25 20:25:04
9000;255351742#2;927;1030287469#0;930;2021-06-25 20:25:04
9001;-255166630#2;410;-396983902#1;408;2021-06-25 20:25:04
9002;E14;940;133733590;938;2021-06-25 20:25:05
9003;26786641#0;655;-681882573#1;652;2021-06-25 20:25:05
9004;-397146710;352;-148902179#0;349;2021-06-25 20:25:05
9005;8915373#0;46;159156713#1;43;2021-06-25 20:25:05
9006;469105569#5;44;153227162;44;2021-06-25 20:25:06
9007;678038619;912;-159791114#2;910;2021-06-25 20:25:06
9008;417087474;579;944144235;578;2021-06-25 20:25:06
9009;-254750818#0;223;48959762;226;2021-06-25 20:25:06
9010;-417387178#1;150;1034015979;150;2021-06-25 20:25:06
9011;-514453083;185;-254759910#3;186;2021-06-25 20:25:07
9012;255351742#2;927;396960684#0;929;2021-06-25 20:25:07
9013;255351742#2;927;-1076777215#2;927;2021-06-25 20:25:07
9014;419643694#1;48;-243834647#3;46;2021-06-25 20:25:07
9015;-505761791#1;853;-27570786;852;2021-06-25 20:25:07
9016;224316517;340;-224384017#1;338;2021-06-25 20:25:07
9017;255351742#2;927;-E68;930;2021-06-25 20:25:07
9018;43100743#0;666;88572941#0;666;2021-06-25 20:25:08
9019;681928619;286;133781756#1;283;2021-06-25 20:25:08
9020;147496076#3;25;-30642909#4;28;2021-06-25 20:25:08
9021;255351742#2;927;215527389;927;2021-06-25 20:25:08
9022;286265341#0;155;192552506#2;157;2021-06-25 20:25:08
9023;8917309;521;-255170275#3;521;2021-06-25 20:25:08
9024;681928619;286;396962026;289;2021-06-25 20:25:08
9025;-419643694#1;56;286345445#1;59;2021-06-25 20:25:09
9026;-228196396#1;742;88572948#0;743;2021-06-25 20:25:09
9027;620728080#0;927;514606777#0;929;2021-06-25 20:25:09
9028;-505761791#1;853;-8917061#1;856;2021-06-25 20:25:09
9029;680402692;807;397140734#0;808;2021-06-25 20:25:09
9030;225847523#0;647;403877657;647;2021-06-25 20:25:09
9031;26786641#0;655;46594526#0;654;2021-06-25 20:25:09
9032;283512618#0;809;397141679#0;808;2021-06-25 20:25:09
9033;255351742#2;927;396957213#0;929;2021-06-25 20:25:09
9034;399565820#1;291;133781732#0;292;2021-06-25 20:25:09
9035;26786641#0;655;-396973461#2;658;2021-06-25 20:25:09
9036;1178379357#6;204;919204679#2;202;2021-06-25 20:25:10
9037;1215827892;588;26297408#0;590;2021-06-25 20:25:11
9038;286674169;176;110330885#2;173;2021-06-25 20:25:11
9039;255351735;109;247329520#2;109;2021-06-25 20:25:11
9040;224199010#3;338;425516617#11;339;2021-06-25 20:25:11
9041;255351742#2;927;681496207#0;929;2021-06-25 20:25:11
9042;123867455;928;255351742#2;927;2021-06-25 20:25:11
9043;255178136#1;2;-224373760#3;5;2021-06-25 20:25:12
9044;255351742#2;927;681499272;927;2021-06-25 20:25:12
9045;-27028349#1;107;620566846;109;2021-06-25 20:25:12
9046;397146715#3;354;527829976#0;351;2021-06-25 20:25:12
9047;397145034#0;286;396959901;285;2021-06-25 20:25:12
9048;255351742#2;927;27659928;928;2021-06-25 20:25:13
9049;681928619;286;-158468970#1;285;2021-06-25 20:25:13
9050;8920394#0;633;396950805;634;2021-06-25 20:25:14
9051;30642925;43;-254968963;45;2021-06-25 20:25:14
9052;158804449#0;635;-396983331;636;2021-06-25 20:25:14
9053;417087426;588;991915375;589;2021-06-25 20:25:14
9054;162931809#0;142;-160268082#4;143;2021-06-25 20:25:14
9055;255351735;109;-417962863#2;108;2021-06-25 20:25:15
9056;26786641#0;655;143617587;657;2021-06-25 20:25:15
9057;26786641#0;655;46594526#0;654;2021-06-25 20:25:15
9058;26786641#0;655;24335286#1;658;2021-06-25 20:25:15
9059;254984058#3;377;85562514#0;380;2021-06-25 20:25:16
9060;255351742#2;927;-1089572944;925;2021-06-25 20:25:16
9061;1215827892;588;-108389186#3;586;2021-06-25 20:25:16
9062;286180604#0;434;-258144379#2;436;2021-06-25 20:25:16
9063;1215827892;588;802591082#2;588;2021-06-25 20:25:16
9064;1215827892;588;-397169009;586;2021-06-25 20:25:16
9065;-419643694#0;56;514614748#0;56;2021-06-25 20:25:16
9066;255351742#2;927;-682475681#1;924;2021-06-25 20:25:17
9067;26786641#0;655;143617587;657;2021-06-25 20:25:17
9068;396947359#0;657;8918874;656;2021-06-25 20:25:17
9069;8915373#0;46;247329525#0;45;2021-06-25 20:25:17
9070;-224373759#1;6;-8919408;4;2021-06-25 20:25:17
9071;8918853;688;-286003784;687;2021-06-25 20:25:17
9072;26786641#0;655;8918874;656;2021-06-25 20:25:18
9073;417087426;588;417087450#0;587;2021-06-25 20:25:18
9074;-E14;740;8917453;740;2021-06-25 20:25:18
9075;397125835#0;209;437536798#0;207;2021-06-25 20:25:19
9076;26786641#0;655;46594526#0;654;2021-06-25 20:25:19
9077;26786641#0;655;123867419;652;2021-06-25 20:25:20
9078;27023069#0;491;396983468#0;489;2021-06-25 20:25:20
9079;417963966#0;43;-8916578#1;40;2021-06-25 20:25:20
9080;88572887#2;620;E39.13;621;2021-06-25 20:25:20
9081;28572356;99;225840336#5;99;2021-06-25 20:25:20
9082;255351742#2;927;-32396142;929;2021-06-25 20:25:20
9083;255351735;109;-8918149;109;2021-06-25 20:25:20
9084;283529427#0;388;-8917551#1;386;2021-06-25 20:25:20
9085;255351742#2;927;620728080#0;927;2021-06-25 20:25:20
9086;87235200;583;225806038#0;582;2021-06-25 20:25:20
9087;254756523;976;619535678;975;2021-06-25 20:25:21
9088;255351735;109;437533751#8;111;2021-06-25 20:25:21
9089;1215827892;588;406719126#0;589;2021-06-25 20:25:21
9090;255351742#2;927;620728084;929;2021-06-25 20:25:21
9091;28841117#0;748;417947135;747;2021-06-25 20:25:22
9092;263108751#0;329;585655708#5;326;2021-06-25 20:25:22
9093;26786641#0;655;396949646#0;657;2021-06-25 20:25:22
9094;-85644959#10;819;8919475#0;817;2021-06-25 20:25:22
9095;26786641#0;655;-681882573#1;652;2021-06-25 20:25:22
9096;-8918149;109;-225516712#0;108;2021-06-25 20:25:22
9097;682559252;542;821501212;540;2021-06-25 20:25:23
9098;30758162#0;21;283537865;19;2021-06-25 20:25:23
9099;681928619;286;473325693#0;286;2021-06-25 20:25:23
9100;397166908#1;27;397166908#0;27;2021-06-25 20:25:23
9101;88572914#0;623;396947817;624;2021-06-25 20:25:23
9102;8916578#2;40;-255178116#0;37;2021-06-25 20:25:23
9103;-254984072#0;82;247329518#0;82;2021-06-25 20:25:23
9104;969999009#0;592;991915375;589;2021-06-25 20:25:23
9105;514442926;205;-8921562#0;203;2021-06-25 20:25:23
9106;437536832#0;491;396979382#0;494;2021-06-25 20:25:24
9107;-E14;740;8917453;740;2021-06-25 20:25:24
9108;26786641#0;655;619568405#0;657;2021-06-25 20:25:24
9109;255351742#2;927;396952204#0;927;2021-06-25 20:25:24
9110;8939343#2;2;-8916866#4;5;2021-06-25 20:25:24
9111;43942476#0;200;919204679#0;201;2021-06-25 20:25:24
9112;-E14;740;-328876706#0;742;2021-06-25 20:25:24
9113;-E14;740;619979116;742;2021-06-25 20:25:24
9114;-225806045#1;508;286265337#0;509;2021-06-25 20:25:24
9115;-1216148099#1;132;-254759956#2;130;2021-06-25 20:25:24
9116;513700709#0;569;-397138005#1;569;2021-06-25 20:25:24
9117;26786641#0;655;8918874;656;2021-06-25 20:25:24
9118;255351742#2;927;-681494255#1;929;2021-06-25 20:25:24
9119;26786641#0;655;123867419;652;2021-06-25 20:25:24
9120;681971891#0;561;112470382#2;563;2021-06-25 20:25:25
