vehicle_id;origin_edge_id;origin_taz_id;destination_edge_id;destination_taz_id;origin_starting_time
25814;-682768769;492;417187947#0;492;2021-06-25 21:18:05
25815;-8918149;109;-255351746#0;111;2021-06-25 21:18:05
25816;225854641;485;8920510#1;483;2021-06-25 21:18:05
25817;-619979101;684;-8917814#2;687;2021-06-25 21:18:05
25818;30454437;928;-396960685#1;929;2021-06-25 21:18:06
25819;8915373#0;46;-30642909#1;43;2021-06-25 21:18:06
25820;-120256351#2;777;-224373753#1;775;2021-06-25 21:18:06
25821;133743882;167;89802419#0;168;2021-06-25 21:18:06
25822;8922863;877;254299114#0;876;2021-06-25 21:18:06
25823;-51392400;685;396968572#0;686;2021-06-25 21:18:06
25824;133781705;486;225516709#2;484;2021-06-25 21:18:06
25825;-8919914#2;658;143617587;657;2021-06-25 21:18:06
25826;30454437;928;27659928;928;2021-06-25 21:18:07
25827;681660474#0;46;-30642909#1;43;2021-06-25 21:18:07
25828;-29480944;239;133856214#0;241;2021-06-25 21:18:08
25829;8915373#0;46;1208152332#3;49;2021-06-25 21:18:08
25830;E39.13;621;417087368;622;2021-06-25 21:18:08
25831;8915373#0;46;-255178162#3;49;2021-06-25 21:18:08
25832;8915373#0;46;254750503#0;48;2021-06-25 21:18:08
25833;396961259;309;396964577;309;2021-06-25 21:18:09
25834;254299728#3;158;8918053;158;2021-06-25 21:18:09
25835;396947822;660;133856231#1;662;2021-06-25 21:18:09
25836;8915373#0;46;681660474#0;46;2021-06-25 21:18:09
25837;-88572941#3;669;417400750#0;672;2021-06-25 21:18:10
25838;483931200;150;-225806054;153;2021-06-25 21:18:10
25839;256400244#0;942;364480068#0;942;2021-06-25 21:18:10
25840;969999007#0;592;-86331246;594;2021-06-25 21:18:10
25841;681971909#0;248;-923336427#0;249;2021-06-25 21:18:10
25842;502795938#0;339;717376551#0;336;2021-06-25 21:18:10
25843;224384016#0;353;397146715#3;354;2021-06-25 21:18:10
25844;-8918149;109;27028572#2;107;2021-06-25 21:18:10
25845;225854641;485;-225847506;483;2021-06-25 21:18:11
25846;-514524723#1;697;1120144354#0;699;2021-06-25 21:18:11
25847;619568411#1;158;-254299728#0;158;2021-06-25 21:18:12
25848;254297764#0;932;396960684#0;929;2021-06-25 21:18:12
25849;-224200971#1;843;417091889;844;2021-06-25 21:18:12
25850;254297755#1;842;-224200971#1;843;2021-06-25 21:18:12
25851;224373758#3;1;8921358;3;2021-06-25 21:18:12
25852;396977221;919;514693604#1;918;2021-06-25 21:18:12
25853;-770016877#1;924;681499271#0;927;2021-06-25 21:18:12
25854;28841117#0;748;397145820#0;745;2021-06-25 21:18:12
25855;8939343#2;2;-469398534#0;5;2021-06-25 21:18:13
25856;-E14;740;-328876706#1;742;2021-06-25 21:18:13
25857;E39.13;621;91181771#4;623;2021-06-25 21:18:13
25858;-283080370;152;-224384026#0;152;2021-06-25 21:18:14
25859;419633758#0;568;681971895#0;567;2021-06-25 21:18:14
25860;224316520#0;933;1030287469#0;930;2021-06-25 21:18:14
25861;969999009#0;592;991915375;589;2021-06-25 21:18:14
25862;-397146715#2;346;-212214144#6;343;2021-06-25 21:18:14
25863;224199018#0;954;224199013#0;955;2021-06-25 21:18:14
25864;-133781761#1;277;-399138121#1;277;2021-06-25 21:18:14
25865;-505591745#1;915;397149966#0;913;2021-06-25 21:18:15
25866;-8918149;109;255351746#0;110;2021-06-25 21:18:15
25867;8916590#0;491;396979383;494;2021-06-25 21:18:15
25868;-619979101;684;84654235#0;681;2021-06-25 21:18:15
25869;397138674#0;45;397138668#0;45;2021-06-25 21:18:15
25870;948053614;519;-681273461;522;2021-06-25 21:18:15
25871;948053614;519;683996039;519;2021-06-25 21:18:15
25872;286188744#0;496;513725768#0;495;2021-06-25 21:18:15
25873;-681758074;889;-89814879;887;2021-06-25 21:18:16
25874;969999009#0;592;24335441#0;591;2021-06-25 21:18:16
25875;279611139;854;619535770#0;853;2021-06-25 21:18:16
25876;8915373#0;46;-254968964#2;44;2021-06-25 21:18:16
25877;28572356;99;-255178074#3;100;2021-06-25 21:18:16
25878;-417387767;314;27054290#2;311;2021-06-25 21:18:16
25879;8915373#0;46;-682775801;46;2021-06-25 21:18:16
25880;8915373#0;46;255178079#0;43;2021-06-25 21:18:16
25881;-285975137#6;39;-8916578#3;40;2021-06-25 21:18:16
25882;286265340#0;219;-8916575#2;219;2021-06-25 21:18:16
25883;87235209;582;-87235204#2;582;2021-06-25 21:18:16
25884;8920394#0;633;224384059#0;632;2021-06-25 21:18:16
25885;620169744#0;348;-148902179#0;349;2021-06-25 21:18:17
25886;283523318#0;522;27043786#1;519;2021-06-25 21:18:17
25887;8915373#0;46;-254968964#2;44;2021-06-25 21:18:17
25888;255178045#0;15;255351736#6;17;2021-06-25 21:18:17
25889;-28952785#1;62;529891472;65;2021-06-25 21:18:18
25890;255178084#4;410;61424023;408;2021-06-25 21:18:18
25891;8921221#0;819;1120580318#0;819;2021-06-25 21:18:18
25892;403880755#0;296;396945627#0;294;2021-06-25 21:18:18
25893;8915373#0;46;254968943#0;45;2021-06-25 21:18:18
25894;-85644959#8;819;-1210896112;816;2021-06-25 21:18:18
25895;8915373#0;46;-397166908#0;44;2021-06-25 21:18:19
25896;48211487#0;373;148846996;376;2021-06-25 21:18:20
25897;-619979101;684;254396714#0;687;2021-06-25 21:18:20
25898;247329529#2;117;566870076#2;120;2021-06-25 21:18:20
25899;-8918149;109;26378114#1;108;2021-06-25 21:18:20
25900;-8918149;109;-142947251#1;107;2021-06-25 21:18:20
25901;-681758074;889;254968955;889;2021-06-25 21:18:21
25902;8915373#0;46;255178116#0;47;2021-06-25 21:18:21
25903;679788132#1;429;680783343#0;428;2021-06-25 21:18:21
25904;88466052#0;762;-417099350;761;2021-06-25 21:18:22
25905;8915373#0;46;-254968964#2;44;2021-06-25 21:18:22
25906;397264559#0;522;107270330#0;521;2021-06-25 21:18:22
25907;225806041;296;474100975#0;293;2021-06-25 21:18:22
25908;133781705;486;-397084138#3;489;2021-06-25 21:18:22
25909;225516710;347;30035682#1;345;2021-06-25 21:18:22
25910;23880874;687;-423679744;688;2021-06-25 21:18:22
25911;86331269#3;279;-417387776;280;2021-06-25 21:18:22
25912;-969999007#2;592;-706542863#0;592;2021-06-25 21:18:22
25913;8915373#0;46;-705655305#2;48;2021-06-25 21:18:22
25914;969999009#0;592;-969999007#2;592;2021-06-25 21:18:22
25915;E39.13;621;-24335469#3;624;2021-06-25 21:18:23
25916;425516617#6;339;398677931#1;336;2021-06-25 21:18:23
25917;8915373#0;46;397107863;48;2021-06-25 21:18:23
25918;-69598564;386;-255178095;386;2021-06-25 21:18:24
25919;27029246#0;597;86331221#0;594;2021-06-25 21:18:24
25920;-682768769;492;1154448535#0;489;2021-06-25 21:18:24
25921;437537914#0;491;30758001#0;490;2021-06-25 21:18:24
25922;945294690#0;592;-417087265#1;595;2021-06-25 21:18:24
25923;8918933;295;35973460#0;296;2021-06-25 21:18:24
25924;-158468970#0;285;158804443;282;2021-06-25 21:18:25
25925;-619979101;684;254396714#0;687;2021-06-25 21:18:25
25926;-8918149;109;255351746#1;110;2021-06-25 21:18:25
25927;286186805#0;112;-225516718#3;113;2021-06-25 21:18:25
25928;-682768769;492;417187947#0;492;2021-06-25 21:18:26
25929;8915373#0;46;469105569#4;44;2021-06-25 21:18:26
25930;8915373#0;46;1208152332#2;49;2021-06-25 21:18:26
25931;28841120#0;752;290080810#0;749;2021-06-25 21:18:26
25932;8915373#0;46;8919527#4;46;2021-06-25 21:18:26
25933;-682556741;192;-919204678#0;190;2021-06-25 21:18:26
25934;8915373#0;46;397138668#0;45;2021-06-25 21:18:26
25935;233201263#0;683;1053833922;685;2021-06-25 21:18:26
25936;8932911;873;966127741#0;875;2021-06-25 21:18:26
25937;204884121#0;296;28690007#1;295;2021-06-25 21:18:27
25938;-8918969#0;535;-419657507#1;538;2021-06-25 21:18:28
25939;680783343#0;428;286295278;431;2021-06-25 21:18:28
25940;527829940#0;618;86331264#2;615;2021-06-25 21:18:28
25941;719045388;342;-225516722;340;2021-06-25 21:18:29
25942;1086254989;365;713801529#0;366;2021-06-25 21:18:29
25943;527829940#0;618;-233201263#1;618;2021-06-25 21:18:29
25944;188964538#1;11;286434721#3;13;2021-06-25 21:18:29
25945;680402692;777;417099307#0;775;2021-06-25 21:18:29
25946;88597577#0;740;-E14;740;2021-06-25 21:18:29
25947;-286434721#10;873;1001544696;872;2021-06-25 21:18:29
25948;28952785#0;77;286505858#0;78;2021-06-25 21:18:29
25949;-8918149;109;-255351732#1;111;2021-06-25 21:18:30
25950;-224373759#1;6;254984060#1;8;2021-06-25 21:18:30
25951;-8918149;109;255351732#1;111;2021-06-25 21:18:30
25952;8915373#0;46;397138671;46;2021-06-25 21:18:30
25953;89802409#0;136;414985775#0;134;2021-06-25 21:18:30
25954;-680402685#1;776;-111560682#1;775;2021-06-25 21:18:30
25955;8915373#0;46;254968943#0;45;2021-06-25 21:18:30
25956;-1011006249#1;19;-8920054#9;21;2021-06-25 21:18:31
25957;255178136#1;16;27041812#0;15;2021-06-25 21:18:31
25958;-28952785#1;62;-286345445#3;59;2021-06-25 21:18:31
25959;8915373#0;46;255178118;47;2021-06-25 21:18:31
25960;-417962863#1;108;-225516713#0;108;2021-06-25 21:18:31
25961;8915373#0;46;689603996;43;2021-06-25 21:18:31
25962;514488598;230;-255351711#0;228;2021-06-25 21:18:31
25963;-682768769;492;-1105662566#1;489;2021-06-25 21:18:31
25964;-254982297#1;124;503825191#0;122;2021-06-25 21:18:31
25965;286434721#3;13;-188964538#0;11;2021-06-25 21:18:32
25966;8919175#0;245;-930588346#6;244;2021-06-25 21:18:32
25967;88466052#0;762;397140735#0;762;2021-06-25 21:18:32
25968;-88572932#2;668;86336712#0;670;2021-06-25 21:18:32
25969;E39.13;621;91181771#4;623;2021-06-25 21:18:33
25970;255170272;558;676714195#0;561;2021-06-25 21:18:33
25971;945294690#0;592;1030297702;591;2021-06-25 21:18:34
25972;8915373#0;46;-678038618;46;2021-06-25 21:18:34
25973;204884121#0;296;396945627#0;294;2021-06-25 21:18:34
25974;254971069#0;802;254756526#0;802;2021-06-25 21:18:34
25975;8915373#0;46;397138671;46;2021-06-25 21:18:34
25976;-8918149;109;-255351713#1;109;2021-06-25 21:18:35
25977;-619979101;684;-1040509547;685;2021-06-25 21:18:35
25978;619568411#1;158;-192552299#2;157;2021-06-25 21:18:35
25979;255178136#1;16;-147496076#2;16;2021-06-25 21:18:35
25980;225806041;296;686250338#0;299;2021-06-25 21:18:36
25981;-255178139#1;158;286668073#2;161;2021-06-25 21:18:36
25982;706552278#0;595;-86331246;594;2021-06-25 21:18:36
25983;680402692;777;620728120#0;779;2021-06-25 21:18:36
25984;543844602#0;608;24335439#0;609;2021-06-25 21:18:36
25985;-27044189#0;74;29393953;77;2021-06-25 21:18:37
25986;415783981;919;133748363;918;2021-06-25 21:18:37
25987;-29480944;239;406722499#0;242;2021-06-25 21:18:38
25988;8915373#0;46;-153227162;44;2021-06-25 21:18:38
25989;513704174#0;666;-88572901#0;668;2021-06-25 21:18:38
25990;619568427;429;-468133442#1;431;2021-06-25 21:18:38
25991;158468970#1;285;-24604610#0;284;2021-06-25 21:18:38
25992;-255178139#1;158;-437533749#3;160;2021-06-25 21:18:38
25993;8915373#0;46;705655282#0;46;2021-06-25 21:18:38
25994;-772926388;223;514479286;223;2021-06-25 21:18:38
25995;30757766;78;8921059#0;80;2021-06-25 21:18:39
25996;-27044189#0;74;8917154#0;72;2021-06-25 21:18:39
25997;-1208130546#0;69;28952785#7;66;2021-06-25 21:18:39
25998;28841114#2;364;85644929#1;363;2021-06-25 21:18:39
25999;-682768769;492;283526869#0;489;2021-06-25 21:18:39
26000;8918969#1;535;8917309;535;2021-06-25 21:18:39
26001;8918969#1;535;-217358397#2;534;2021-06-25 21:18:39
26002;8915373#0;46;681660474#0;46;2021-06-25 21:18:40
26003;-8918149;109;397157351#0;109;2021-06-25 21:18:40
26004;514657671;420;417385773#0;418;2021-06-25 21:18:40
26005;8915373#0;46;419643694#1;48;2021-06-25 21:18:40
26006;8915373#0;46;-33783051#1;44;2021-06-25 21:18:40
26007;1086254989;365;527829981#0;366;2021-06-25 21:18:40
26008;254297764#0;932;681496209;929;2021-06-25 21:18:40
26009;-108195531#0;408;225516719;406;2021-06-25 21:18:41
26010;8915373#0;46;1208152332#3;49;2021-06-25 21:18:41
26011;8919240;502;133856331#1;502;2021-06-25 21:18:41
26012;8915373#0;46;397120485;44;2021-06-25 21:18:41
26013;514488598;230;-255351711#2;227;2021-06-25 21:18:42
26014;-224373759#1;6;254396720#1;6;2021-06-25 21:18:42
26015;88466052#0;762;408572569#0;760;2021-06-25 21:18:42
26016;-224373759#1;876;186398871;875;2021-06-25 21:18:42
26017;403880759#0;296;399599874;293;2021-06-25 21:18:43
26018;-28843615#2;346;620169744#0;348;2021-06-25 21:18:43
26019;513704174#0;666;88572941#0;666;2021-06-25 21:18:43
26020;-449197187#1;272;449197187#2;272;2021-06-25 21:18:44
26021;8915373#0;46;400104483#5;48;2021-06-25 21:18:44
26022;E14;940;1120512099#0;942;2021-06-25 21:18:44
26023;-398664215;687;-423679744;688;2021-06-25 21:18:44
26024;8915373#0;46;-243834647#1;46;2021-06-25 21:18:44
26025;497579295;865;1228080325;865;2021-06-25 21:18:44
26026;-682768770#1;492;443135452#0;493;2021-06-25 21:18:44
26027;30757766;78;306788549;80;2021-06-25 21:18:44
26028;30454437;928;283530637#2;929;2021-06-25 21:18:45
26029;-155373677#6;102;-27028572#1;104;2021-06-25 21:18:45
26030;-8918149;109;1216148105#2;112;2021-06-25 21:18:45
26031;8915373#0;46;619535679;48;2021-06-25 21:18:45
26032;397264559#0;522;-451369866;519;2021-06-25 21:18:45
26033;27041554#0;633;8919402#5;634;2021-06-25 21:18:45
26034;255170285#0;521;397264555#0;522;2021-06-25 21:18:45
26035;-8918149;109;-286186803#3;112;2021-06-25 21:18:45
26036;397264559#0;522;427282394;519;2021-06-25 21:18:45
26037;8915373#0;46;-243834647#3;46;2021-06-25 21:18:45
26038;143617587;657;255330047#0;657;2021-06-25 21:18:46
26039;-28843615#2;346;713493922;349;2021-06-25 21:18:46
26040;224199018#6;812;85562546#0;815;2021-06-25 21:18:46
26041;-225847529#1;836;-30030485#3;833;2021-06-25 21:18:46
26042;513928557;855;1084290107#0;853;2021-06-25 21:18:46
26043;721044168#1;377;254297752;377;2021-06-25 21:18:46
26044;133434960#1;139;-162931809#0;142;2021-06-25 21:18:46
26045;-35973460#2;296;396959351#0;298;2021-06-25 21:18:47
26046;8915373#0;46;-37555378#1;46;2021-06-25 21:18:48
26047;143617587;657;23848406#0;659;2021-06-25 21:18:48
26048;513704174#0;666;620728095#1;669;2021-06-25 21:18:48
26049;-681183503;746;934194966#0;744;2021-06-25 21:18:48
26050;969999009#0;592;1127422513;590;2021-06-25 21:18:48
26051;8915373#0;46;255178115#0;47;2021-06-25 21:18:48
26052;-133743898#0;77;133743898#1;77;2021-06-25 21:18:48
26053;8915373#0;46;737661266;48;2021-06-25 21:18:49
26054;364480068#0;943;-1120512099#1;942;2021-06-25 21:18:49
26055;8915373#0;46;255178079#0;43;2021-06-25 21:18:49
26056;1024537343;684;513870421#0;682;2021-06-25 21:18:50
26057;-254759979;309;-26940502#2;306;2021-06-25 21:18:50
26058;-E14;740;417400734#0;743;2021-06-25 21:18:50
26059;969999009#0;592;766805266;591;2021-06-25 21:18:51
26060;8915373#0;46;-255351731;46;2021-06-25 21:18:52
26061;-136844195;517;414894752#1;520;2021-06-25 21:18:52
26062;8915373#0;46;159156713#1;43;2021-06-25 21:18:52
26063;514488598;230;-255351711#2;227;2021-06-25 21:18:52
26064;-29480944;239;566870809#1;241;2021-06-25 21:18:53
26065;286434721#7;9;8922884#1;7;2021-06-25 21:18:54
26066;-148899306#2;167;60430757#0;167;2021-06-25 21:18:54
26067;397270779#0;632;158804447;634;2021-06-25 21:18:54
26068;1079877180#1;166;148899305;167;2021-06-25 21:18:54
26069;-204884121#1;667;513704174#0;666;2021-06-25 21:18:54
26070;-286434721#7;873;-286434721#3;873;2021-06-25 21:18:54
26071;-224373759#1;6;-1209942997;7;2021-06-25 21:18:55
26072;686250332#0;300;1030277567#0;301;2021-06-25 21:18:55
26073;-8918149;109;254601291;109;2021-06-25 21:18:55
26074;-48570006#0;535;24547826#0;538;2021-06-25 21:18:55
26075;-204884397#1;744;-228196396#1;742;2021-06-25 21:18:55
26076;-224373759#1;6;254984064#1;8;2021-06-25 21:18:55
26077;-48570006#0;535;-217323244;534;2021-06-25 21:18:55
26078;255178136#1;2;-417958443#1;3;2021-06-25 21:18:56
26079;8915373#0;46;255178114;47;2021-06-25 21:18:56
26080;107270330#0;521;930251366#0;519;2021-06-25 21:18:56
26081;8915373#0;46;8920585#2;47;2021-06-25 21:18:56
26082;417963966#0;43;254968943#0;45;2021-06-25 21:18:56
26083;27092632#0;213;32928980;215;2021-06-25 21:18:56
26084;1024537343;744;417400734#0;743;2021-06-25 21:18:56
26085;934194966#0;744;1021093206;743;2021-06-25 21:18:56
26086;88466052#0;762;-417099350;761;2021-06-25 21:18:57
26087;8915373#0;46;-705655305#2;48;2021-06-25 21:18:57
26088;681928619;286;133781756#1;283;2021-06-25 21:18:57
26089;681928619;286;-158468970#0;285;2021-06-25 21:18:57
26090;224316519;349;734004334#2;346;2021-06-25 21:18:58
26091;108389186#0;263;-8921330;266;2021-06-25 21:18:58
26092;-682768769;492;396979383;494;2021-06-25 21:18:59
26093;148899325;167;89802445#0;168;2021-06-25 21:18:59
26094;143617587;657;1062057312;659;2021-06-25 21:18:59
26095;-8918149;109;1216148096#0;111;2021-06-25 21:19:00
26096;8915373#0;46;-254968964#0;44;2021-06-25 21:19:00
26097;158624831#0;430;922496207#2;430;2021-06-25 21:19:00
26098;8915373#0;46;8916671#4;49;2021-06-25 21:19:00
26099;-427279470#2;10;429015739;10;2021-06-25 21:19:00
26100;-619378851#0;263;-215848108;266;2021-06-25 21:19:01
26101;-48570006#0;535;254759931#1;538;2021-06-25 21:19:01
26102;-682768769;492;397077938;495;2021-06-25 21:19:01
26103;966127741#0;27;397115308#3;27;2021-06-25 21:19:01
26104;-682768769;492;396979382#0;494;2021-06-25 21:19:01
26105;8915373#0;46;397138671;46;2021-06-25 21:19:01
26106;-E14;740;47172460#0;740;2021-06-25 21:19:01
26107;8915373#0;46;285975137#4;48;2021-06-25 21:19:01
26108;-682768769;492;437552470#0;495;2021-06-25 21:19:01
26109;88572914#0;623;396947820;624;2021-06-25 21:19:01
26110;966127741#0;27;-397166908#1;27;2021-06-25 21:19:01
26111;87235200;583;-108389184;582;2021-06-25 21:19:02
26112;52307938;77;108194449#19;79;2021-06-25 21:19:02
26113;47184145;87;-254759950;90;2021-06-25 21:19:02
26114;-619568416#1;138;391858941#1;141;2021-06-25 21:19:02
26115;681971897;567;-110797422;569;2021-06-25 21:19:02
26116;254756523;976;543637222;974;2021-06-25 21:19:02
26117;88572948#0;743;-224384019#2;742;2021-06-25 21:19:03
26118;256400244#0;942;E14;941;2021-06-25 21:19:03
26119;E14;940;204884387#0;938;2021-06-25 21:19:03
26120;-706542863#0;592;23959829#0;591;2021-06-25 21:19:03
26121;-225806042#1;667;-88572941#3;669;2021-06-25 21:19:03
26122;-619979101;684;1053833922;685;2021-06-25 21:19:04
26123;-676391935;429;-28572434#1;431;2021-06-25 21:19:04
26124;8918969#1;535;8917309;535;2021-06-25 21:19:04
26125;255170285#0;521;183198770;519;2021-06-25 21:19:04
26126;8915373#0;46;619535679;48;2021-06-25 21:19:04
26127;158624831#2;421;286180034#0;424;2021-06-25 21:19:04
26128;225847529#0;836;225847527#0;836;2021-06-25 21:19:04
26129;-8918149;109;-255351713#1;109;2021-06-25 21:19:04
26130;945294690#0;592;-24335440#0;595;2021-06-25 21:19:04
26131;-766805262;609;1020490223#1;608;2021-06-25 21:19:04
26132;619535678;975;543637222;974;2021-06-25 21:19:05
26133;8915373#0;46;1059809667;43;2021-06-25 21:19:05
26134;-254396720#0;6;-980252611;3;2021-06-25 21:19:05
26135;-283080370;152;224384036#1;152;2021-06-25 21:19:05
26136;27023069#0;491;417187947#0;492;2021-06-25 21:19:06
26137;8917856;491;396983464#0;490;2021-06-25 21:19:06
26138;-148899306#2;167;396985441;167;2021-06-25 21:19:06
26139;527829940#0;618;512038661;620;2021-06-25 21:19:06
26140;-48570006#0;535;87235206#0;532;2021-06-25 21:19:07
26141;681660474#0;46;1052930665;43;2021-06-25 21:19:07
26142;8915373#0;46;-255178162#3;49;2021-06-25 21:19:07
26143;-945294690#2;592;419633761#0;592;2021-06-25 21:19:07
26144;8915373#0;46;397121964#0;44;2021-06-25 21:19:07
26145;-225847529#1;836;-398129728#1;839;2021-06-25 21:19:08
26146;948053614;491;396979384;494;2021-06-25 21:19:08
26147;254299116#0;6;254984060#0;8;2021-06-25 21:19:08
26148;-48570006#0;535;254760012#1;538;2021-06-25 21:19:08
26149;8918969#1;535;-254759910#1;538;2021-06-25 21:19:08
26150;397120203;597;26943758#0;599;2021-06-25 21:19:08
26151;120256351#0;776;88572881#0;773;2021-06-25 21:19:08
26152;681928619;286;254759933#2;286;2021-06-25 21:19:09
26153;-8918149;109;-255351713#1;109;2021-06-25 21:19:10
26154;397270779#0;632;493107462#0;629;2021-06-25 21:19:10
26155;8917856;491;674862555#0;492;2021-06-25 21:19:10
26156;8915373#0;46;254968943#1;45;2021-06-25 21:19:11
26157;8915373#0;46;705655282#0;46;2021-06-25 21:19:11
26158;88572914#0;623;91181771#4;623;2021-06-25 21:19:11
26159;8915373#0;46;417963966#0;43;2021-06-25 21:19:11
26160;8915373#0;46;159778999#1;43;2021-06-25 21:19:11
26161;-1178379357#11;534;-145474275#0;534;2021-06-25 21:19:11
26162;-682768769;492;106046477#0;489;2021-06-25 21:19:11
26163;396947821;624;1081661160#0;627;2021-06-25 21:19:12
26164;254971062#1;379;-254984058#3;377;2021-06-25 21:19:12
26165;527829940#0;618;-87231622#0;617;2021-06-25 21:19:12
26166;-8916866#2;1;-417958437;3;2021-06-25 21:19:12
26167;-770016877#1;924;396945233#0;924;2021-06-25 21:19:12
26168;8918969#1;535;254759931#0;538;2021-06-25 21:19:12
26169;-676568211;367;619568433#0;370;2021-06-25 21:19:12
26170;88572914#0;623;91181771#6;622;2021-06-25 21:19:12
26171;417087306#0;286;406547245#4;284;2021-06-25 21:19:12
26172;-224200971#1;843;-254297750#3;842;2021-06-25 21:19:12
26173;283523308#0;557;27147680#0;560;2021-06-25 21:19:12
26174;88597563#0;774;397152177#0;776;2021-06-25 21:19:13
26175;8939343#2;2;417958437;3;2021-06-25 21:19:13
26176;396947816;675;417400750#0;672;2021-06-25 21:19:14
26177;-997349781#1;687;1166095110#1;690;2021-06-25 21:19:14
26178;8915373#0;46;549278886;44;2021-06-25 21:19:14
26179;111560680#0;684;99278921#0;687;2021-06-25 21:19:14
26180;-505761791#1;853;619535770#0;853;2021-06-25 21:19:14
26181;468556885#0;53;-133748407#1;56;2021-06-25 21:19:15
26182;8915373#0;46;419643694#0;48;2021-06-25 21:19:15
26183;8915373#0;46;247329530;45;2021-06-25 21:19:15
26184;-85644959#6;380;85644906#0;383;2021-06-25 21:19:16
26185;948053614;491;-1105662563#0;489;2021-06-25 21:19:16
26186;969999009#0;592;8917791;591;2021-06-25 21:19:16
26187;-505591745#1;915;225840345;918;2021-06-25 21:19:16
26188;-682768769;492;397074756#0;491;2021-06-25 21:19:17
26189;417235842#0;647;502795946#3;648;2021-06-25 21:19:17
26190;-133748358;4;224373758#0;1;2021-06-25 21:19:17
26191;-681758074;889;286158537#0;889;2021-06-25 21:19:17
26192;228228520#0;588;24335441#0;591;2021-06-25 21:19:17
26193;620169744#0;348;30029172#3;348;2021-06-25 21:19:17
26194;8915373#0;46;397107863;48;2021-06-25 21:19:18
26195;99278921#0;687;1166095110#0;690;2021-06-25 21:19:18
26196;-619979101;684;8917523#0;687;2021-06-25 21:19:18
26197;8915373#0;46;153227162;44;2021-06-25 21:19:18
26198;8915373#0;46;-255178106;43;2021-06-25 21:19:19
26199;679837018#0;490;-30516559#1;489;2021-06-25 21:19:19
26200;403880757#0.19;286;225853133#0;286;2021-06-25 21:19:19
26201;8915373#0;46;254968964#1;44;2021-06-25 21:19:19
26202;-706542863#0;592;8917500#1;591;2021-06-25 21:19:20
26203;-8918149;109;247329520#2;109;2021-06-25 21:19:20
26204;255178136#1;16;397131025;16;2021-06-25 21:19:20
26205;-254299130#2;79;513702091;79;2021-06-25 21:19:20
26206;680402692;777;-120256351#2;777;2021-06-25 21:19:20
26207;-619979101;751;28841117#0;748;2021-06-25 21:19:20
26208;-8918149;109;-437535048#9;111;2021-06-25 21:19:20
26209;254396711#0;321;255168578;324;2021-06-25 21:19:20
26210;27054290#0;715;283529756#0;718;2021-06-25 21:19:20
26211;-255178073#5;60;8917184#0;57;2021-06-25 21:19:21
26212;721044168#1;377;1058402957#0;378;2021-06-25 21:19:21
26213;88572914#0;623;617268037#4;626;2021-06-25 21:19:21
26214;619568427;429;678533548;431;2021-06-25 21:19:21
26215;397115308#3;27;61558775#1;27;2021-06-25 21:19:21
26216;680402692;777;-202317711#2;774;2021-06-25 21:19:21
26217;514231186#0;262;86331237;262;2021-06-25 21:19:22
26218;8915373#0;46;-27041779#1;44;2021-06-25 21:19:22
26219;27041630;558;397250669#0;558;2021-06-25 21:19:22
26220;397270773#0;633;-111550910#0;633;2021-06-25 21:19:22
26221;620728080#0;927;-396960685#1;929;2021-06-25 21:19:22
26222;-766805262;609;-1020490223#2;609;2021-06-25 21:19:22
26223;-133856222#1;109;286186805#0;112;2021-06-25 21:19:22
26224;8915373#0;46;419643693#0;45;2021-06-25 21:19:23
26225;-29480944;239;-23881019#0;238;2021-06-25 21:19:23
26226;8915373#0;46;514442923#1;48;2021-06-25 21:19:23
26227;397270779#0;632;1052915334#0;630;2021-06-25 21:19:23
26228;-8921059#1;69;1208130546#4;69;2021-06-25 21:19:24
26229;27041554#0;633;397270390#0;633;2021-06-25 21:19:24
26230;28841114#2;364;1086254989;365;2021-06-25 21:19:24
26231;-682556741;192;286265334#0;194;2021-06-25 21:19:24
26232;254760012#2;538;48570001;535;2021-06-25 21:19:25
26233;E34;567;681971895#0;567;2021-06-25 21:19:25
26234;680402692;807;254971055#0;804;2021-06-25 21:19:25
26235;-397040128;109;35800045;107;2021-06-25 21:19:25
26236;120256351#0;776;677165867;778;2021-06-25 21:19:25
26237;-1032595380#1;206;32928982;203;2021-06-25 21:19:25
26238;-8918149;109;255170266#0;109;2021-06-25 21:19:25
26239;-8918149;109;286186805#0;112;2021-06-25 21:19:25
26240;514412270#0;254;584944918#0;251;2021-06-25 21:19:26
26241;8915373#0;46;-254968963;45;2021-06-25 21:19:26
26242;8915373#0;46;8919527#4;46;2021-06-25 21:19:26
26243;-108195533;408;-8918887#4;408;2021-06-25 21:19:26
26244;-28841115#5;761;255330056#0;763;2021-06-25 21:19:26
26245;-1216148099#1;132;414985775#0;134;2021-06-25 21:19:26
26246;-48570006#0;535;24547826#0;538;2021-06-25 21:19:27
26247;-155373677#5;102;-255351747#1;99;2021-06-25 21:19:27
26248;964600735#0;596;8920632;599;2021-06-25 21:19:27
26249;-680783342#1;464;-255170236#0;462;2021-06-25 21:19:27
26250;-417313683;227;397165806#1;226;2021-06-25 21:19:27
26251;8915373#0;46;27145835#1;46;2021-06-25 21:19:27
26252;8915373#0;46;153227162;44;2021-06-25 21:19:27
26253;254982315;503;-397077795#1;504;2021-06-25 21:19:27
26254;-682768769;492;397077939;495;2021-06-25 21:19:27
26255;192552506#2;157;-514461306#0;157;2021-06-25 21:19:28
